0,1,2,3,4,5,6,7,8,9
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5.00000000,0.00000000,650.00000000,30.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00500000
5.00000000,0.00000000,650.00000000,30.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.01000000
5.00000000,0.00000000,650.00000000,30.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.01500000
5.00000000,0.00000000,650.00000000,30.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.02000000
5.00000000,0.00000000,650.00000000,30.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.02500000
5.00000000,0.00000000,650.00000000,30.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.03000000
5.00000000,0.00000000,650.00000000,30.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.03500000
5.00000000,0.00000000,650.00000000,30.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.04000000
5.00000000,0.00000000,650.00000000,30.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.04500000
5.00000000,0.00000000,650.00000000,30.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.05000000
5.00000000,0.00000000,650.00000000,30.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.05500000
5.00000000,0.00000000,650.00000000,30.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.06000000
5.00000000,0.00000000,650.00000000,30.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.06500000
5.00000000,0.00000000,650.00000000,30.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.07000000
5.00000000,0.00000000,650.00000000,30.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.07500000
5.00000000,0.00000000,650.00000000,30.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.08000000
5.00000000,0.00000000,650.00000000,30.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.08500000
5.00000000,0.00000000,650.00000000,30.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.09000000
5.00000000,0.00000000,650.00000000,30.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.09500000
5.00000000,0.00000000,0.00000000,30.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.10000000
5.00000000,0.00000000,0.00000000,30.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.10500000
5.00000000,0.00000000,0.00000000,30.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.11000000
5.00000000,0.00000000,0.00000000,30.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.11500000
5.00000000,0.00000000,0.00000000,30.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.12000000
5.00000000,0.00000000,0.00000000,30.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.12500000
5.00000000,0.00000000,0.00000000,30.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.13000000
5.00000000,0.00000000,0.00000000,30.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.13500000
