KP [km],Distance step [m],Time [s],Speed [km/h],Acceleration [m/s²],Equivalent grade [‰],Radius [m],Speed restriction [km/h],Tractive Effort [kN],Braking Effort [kN],Resistance [kN]
0.85500000,5.00000000,0.15013646,120.00000000,-1.50000000,15.00000000,0.00000000,120.00000000,0.00000000,340.19879301,32.20439301
0.86000000,5.00000000,0.15116215,119.48556398,-1.50000000,15.00000000,0.00000000,120.00000000,0.00000000,340.18325531,32.18885531
0.86500000,5.00000000,0.15220916,118.66928836,-1.50000000,15.00000000,0.00000000,120.00000000,0.00000000,340.16766090,32.17326090
0.87000000,5.00000000,0.15327823,117.84735890,-1.50000000,15.00000000,0.00000000,120.00000000,0.00000000,340.15200859,32.15760859
0.87500000,5.00000000,0.15437015,117.01965647,-1.50000000,15.00000000,0.00000000,120.00000000,0.00000000,340.13629713,32.14189713
0.88000000,5.00000000,0.15548574,116.18605768,-1.50000000,15.00000000,0.00000000,120.00000000,0.00000000,340.12052524,32.12612524
0.88500000,5.00000000,0.15662587,115.34643471,-1.50000000,15.00000000,0.00000000,120.00000000,0.00000000,340.10469160,32.11029160
0.89000000,5.00000000,0.15779146,114.50065502,-1.50000000,15.00000000,0.00000000,120.00000000,0.00000000,340.08879483,32.09439483
0.89500000,5.00000000,0.15898346,113.64858116,-1.50000000,15.00000000,0.00000000,120.00000000,0.00000000,340.07283349,32.07843349
0.90000000,5.00000000,0.16020289,112.79007048,-1.50000000,15.00000000,0.00000000,120.00000000,0.00000000,340.05680610,32.06240610
0.90500000,5.00000000,0.16145082,111.92497487,-1.50000000,15.00000000,0.00000000,120.00000000,0.00000000,340.04071111,32.04631111
0.91000000,5.00000000,0.16272838,111.05314043,-1.50000000,15.00000000,0.00000000,120.00000000,0.00000000,340.02454693,32.03014693
0.91500000,5.00000000,0.16403675,110.17440719,-1.50000000,15.00000000,0.00000000,120.00000000,0.00000000,340.00831188,32.01391188
0.92000000,5.00000000,0.16537720,109.28860874,-1.50000000,15.00000000,0.00000000,120.00000000,0.00000000,339.99200423,31.99760423
0.92500000,5.00000000,0.16675106,108.39557187,-1.50000000,15.00000000,0.00000000,120.00000000,0.00000000,339.97562215,31.98122215
0.93000000,5.00000000,0.16815973,107.49511617,-1.50000000,15.00000000,0.00000000,120.00000000,0.00000000,339.95916378,31.96476378
0.93500000,5.00000000,0.16960472,106.58705362,-1.50000000,15.00000000,0.00000000,120.00000000,0.00000000,339.94262714,31.94822714
0.94000000,5.00000000,0.17108762,105.67118813,-1.50000000,15.00000000,0.00000000,120.00000000,0.00000000,339.92601018,31.93161018
0.94500000,5.00000000,0.17261010,104.74731500,-1.50000000,15.00000000,0.00000000,120.00000000,0.00000000,339.90931076,31.91491076
0.95000000,5.00000000,0.17417397,103.81522046,-1.50000000,15.00000000,0.00000000,120.00000000,0.00000000,339.89252662,31.89812662
0.95500000,5.00000000,0.17578113,102.87468104,-1.50000000,15.00000000,0.00000000,120.00000000,0.00000000,339.87565544,31.88125544
0.96000000,5.00000000,0.17743361,101.92546296,-1.50000000,15.00000000,0.00000000,120.00000000,0.00000000,339.85869475,31.86429475
0.96500000,5.00000000,0.17913360,100.96732145,-1.50000000,15.00000000,0.00000000,120.00000000,0.00000000,339.84164198,31.84724198
0.97000000,5.00000000,0.18167033,100.00000000,-1.50000000,-1.36363636,0.00000000,100.00000000,0.00000000,308.67462217,0.68022217
1.39000000,5.00000000,0.18349630,98.59006035,-1.50000000,-1.81818182,0.00000000,100.00000000,0.00000000,307.79226945,-0.20213055
1.39500000,5.00000000,0.18537846,97.59918032,-1.50000000,-2.27272727,0.00000000,100.00000000,0.00000000,306.90981479,-1.08458521
1.40000000,5.00000000,0.18731976,96.59813663,-1.50000000,-2.72727273,0.00000000,100.00000000,0.00000000,306.02725498,-1.96714502
1.40500000,5.00000000,0.18932335,95.58660994,-1.50000000,-3.18181818,0.00000000,100.00000000,0.00000000,305.14458665,-2.84981335
1.41000000,5.00000000,0.19139264,94.56426386,-1.50000000,-3.63636364,0.00000000,100.00000000,0.00000000,304.26180623,-3.73259377
1.41500000,5.00000000,0.19353130,93.53074361,-1.50000000,-4.09090909,0.00000000,100.00000000,0.00000000,303.37890997,-4.61549003
1.42000000,5.00000000,0.19574331,92.48567457,-1.50000000,-4.54545455,0.00000000,100.00000000,0.00000000,302.49589390,-5.49850610
1.42500000,5.00000000,0.19803293,91.42866071,-1.50000000,-5.00000000,0.00000000,100.00000000,0.00000000,301.61275381,-6.38164619
1.43000000,5.00000000,0.20040484,90.35928287,-1.50000000,-5.45454545,0.00000000,100.00000000,0.00000000,300.72948524,-7.26491476
1.43500000,5.00000000,0.20286407,89.27709673,-1.50000000,-5.90909091,0.00000000,100.00000000,0.00000000,299.84608347,-8.14831653
1.44000000,5.00000000,0.20541612,88.18163074,-1.50000000,-6.36363636,0.00000000,100.00000000,0.00000000,298.96254347,-9.03185653
1.44500000,5.00000000,0.20806698,87.07238368,-1.50000000,-6.81818182,0.00000000,100.00000000,0.00000000,298.07885989,-9.91554011
1.45000000,5.00000000,0.21082320,85.94882198,-1.50000000,-7.27272727,0.00000000,100.00000000,0.00000000,297.19502701,-10.79937299
1.45500000,5.00000000,0.21369193,84.81037672,-1.50000000,-7.72727273,0.00000000,100.00000000,0.00000000,296.31103875,-11.68336125
1.46000000,5.00000000,0.21668107,83.65644028,-1.50000000,-8.00000000,0.00000000,100.00000000,0.00000000,295.77291404,-12.22148596
1.46500000,5.00000000,0.21979926,82.48636251,-1.50000000,-8.00000000,0.00000000,100.00000000,0.00000000,295.75365861,-12.24074139
1.47000000,5.00000000,0.22305608,81.29944649,-1.50000000,-8.00000000,0.00000000,100.00000000,0.00000000,295.73422678,-12.26017322
1.47500000,5.00000000,0.22646211,80.09494366,-1.50000000,-8.00000000,0.00000000,100.00000000,0.00000000,295.71461046,-12.27978954
1.48000000,5.00000000,0.23002910,78.87204828,-1.50000000,-8.00000000,0.00000000,100.00000000,0.00000000,295.69480094,-12.29959906
1.48500000,5.00000000,0.23377014,77.62989115,-1.50000000,-8.00000000,0.00000000,100.00000000,0.00000000,295.67478878,-12.31961122
1.49000000,5.00000000,0.23769988,76.36753237,-1.50000000,-8.00000000,0.00000000,100.00000000,0.00000000,295.65456376,-12.33983624
1.49500000,5.00000000,0.24183472,75.08395301,-1.50000000,-8.00000000,0.00000000,100.00000000,0.00000000,295.63411478,-12.36028522
1.50000000,5.00000000,0.24619316,73.77804551,-1.50000000,-8.00000000,0.00000000,100.00000000,0.00000000,295.61342973,-12.38097027
1.50500000,5.00000000,0.25079609,72.44860247,-1.50000000,-8.00000000,0.00000000,100.00000000,0.00000000,295.59249536,-12.40190464
1.51000000,5.00000000,0.25566728,71.09430357,-1.50000000,-8.00000000,0.00000000,100.00000000,0.00000000,295.57129714,-12.42310286
1.51500000,5.00000000,0.26083385,69.71370023,-1.50000000,-8.00000000,0.00000000,100.00000000,0.00000000,295.54981908,-12.44458092
1.52000000,5.00000000,0.26632689,68.30519746,-1.50000000,-8.00000000,0.00000000,100.00000000,0.00000000,295.52804348,-12.46635652
1.52500000,5.00000000,0.27218233,66.86703224,-1.50000000,-8.00000000,0.00000000,100.00000000,0.00000000,295.50595073,-12.48844927
1.53000000,5.00000000,0.27844185,65.39724765,-1.50000000,-8.00000000,0.00000000,100.00000000,0.00000000,295.48351892,-12.51088108
1.53500000,5.00000000,0.28515418,63.89366166,-1.50000000,-8.00000000,0.00000000,100.00000000,0.00000000,295.46072355,-12.53367645
1.54000000,5.00000000,0.29237671,62.35382907,-1.50000000,-8.00000000,0.00000000,100.00000000,0.00000000,295.43753696,-12.55686304
1.54500000,5.00000000,0.30017753,60.77499486,-1.50000000,-8.00000000,0.00000000,100.00000000,0.00000000,295.41392785,-12.58047215
1.55000000,5.00000000,0.30863820,59.15403621,-1.50000000,-8.00000000,0.00000000,100.00000000,0.00000000,295.38986046,-12.60453954
1.55500000,5.00000000,0.31785736,57.48738992,-1.50000000,-8.00000000,0.00000000,100.00000000,0.00000000,295.36529371,-12.62910629
1.56000000,5.00000000,0.32795559,55.77096019,-1.50000000,-8.00000000,0.00000000,100.00000000,0.00000000,295.34018000,-12.65422000
1.56500000,5.00000000,0.33908217,54.00000000,-1.50000000,-8.00000000,0.00000000,100.00000000,0.00000000,295.31446361,-12.67993639
1.57000000,5.00000000,0.35142447,52.16895629,-1.50000000,-8.00000000,0.00000000,100.00000000,0.00000000,295.28807871,-12.70632129
1.57500000,5.00000000,0.36522145,50.27126416,-1.50000000,-8.00000000,0.00000000,100.00000000,0.00000000,295.26094649,-12.73345351
1.58000000,5.00000000,0.38078352,48.29906831,-1.50000000,-8.00000000,0.00000000,100.00000000,0.00000000,295.23297135,-12.76142865
1.58500000,5.00000000,0.39852258,46.24283728,-1.50000000,-8.00000000,0.00000000,100.00000000,0.00000000,295.20403537,-12.79036463
1.59000000,5.00000000,0.41899912,44.09081537,-1.50000000,-8.00000000,0.00000000,100.00000000,0.00000000,295.17399029,-12.82040971
1.59500000,5.00000000,0.44299926,41.82822014,-1.50000000,-8.00000000,0.00000000,100.00000000,0.00000000,295.14264523,-12.85175477
1.60000000,5.00000000,0.47166692,39.43602414,-1.50000000,-8.00000000,0.00000000,100.00000000,0.00000000,295.10974739,-12.88465261
1.60500000,5.00000000,0.50674519,36.88902276,-1.50000000,-8.00000000,0.00000000,100.00000000,0.00000000,295.07494954,-12.91945046
1.61000000,5.00000000,0.55105263,34.15259873,-1.50000000,-8.00000000,0.00000000,100.00000000,0.00000000,295.03775177,-12.95664823
1.61500000,5.00000000,0.60952490,31.17691454,-1.50000000,-8.00000000,0.00000000,100.00000000,0.00000000,294.99738686,-12.99701314
1.62000000,5.00000000,0.69184184,27.88548009,-1.50000000,-8.00000000,0.00000000,100.00000000,0.00000000,294.95256324,-13.04183676
1.62500000,5.00000000,0.82065224,24.14953416,-1.50000000,-8.00000000,0.00000000,100.00000000,0.00000000,294.90076262,-13.09363738
1.63000000,5.00000000,1.06949482,19.71801207,-1.50000000,-8.00000000,0.00000000,100.00000000,0.00000000,294.83548343,-13.15891657
1.63500000,5.00000000,2.58198890,13.94274005,-1.50000000,-8.00000000,0.00000000,100.00000000,0.00000000,324.68828000,16.69388000
1.64000000,5.00000000,0.18091081,0.00000000,-1.50000000,-15.00000000,500.00000000,100.00000000,0.00000000,285.90123065,-22.09316935
2.26000000,5.00000000,0.18271375,99.00808048,-1.50000000,-15.00000000,500.00000000,100.00000000,0.00000000,285.88398396,-22.11041604
2.26500000,5.00000000,0.18457169,98.02142623,-1.50000000,-15.00000000,500.00000000,100.00000000,0.00000000,285.86663663,-22.12776337
2.27000000,5.00000000,0.18648748,97.02473911,-1.50000000,-15.00000000,500.00000000,100.00000000,0.00000000,285.84918554,-22.14521446
2.27500000,5.00000000,0.18846420,96.01770670,-1.50000000,-15.00000000,500.00000000,100.00000000,0.00000000,285.83162737,-22.16277263
2.28000000,5.00000000,0.18167033,95.00000000,-1.50000000,10.00000000,0.00000000,100.00000000,0.00000000,330.30121308,22.30681308
3.29000000,5.00000000,0.18349630,98.59006035,-1.50000000,10.00000000,0.00000000,100.00000000,0.00000000,330.28392400,22.28952400
3.29500000,5.00000000,0.18537846,97.59918032,-1.50000000,10.00000000,0.00000000,100.00000000,0.00000000,330.26653298,22.27213298
3.30000000,5.00000000,0.18731976,96.59813663,-1.50000000,10.00000000,0.00000000,100.00000000,0.00000000,330.24903680,22.25463680
3.30500000,5.00000000,0.18932335,95.58660994,-1.50000000,10.00000000,0.00000000,100.00000000,0.00000000,330.23143210,22.23703210
3.31000000,5.00000000,0.19139264,94.56426386,-1.50000000,10.00000000,0.00000000,100.00000000,0.00000000,330.21371532,22.21931532
3.31500000,5.00000000,0.19353130,93.53074361,-1.50000000,10.00000000,0.00000000,100.00000000,0.00000000,330.19588270,22.20148270
3.32000000,5.00000000,0.19574331,92.48567457,-1.50000000,10.00000000,0.00000000,100.00000000,0.00000000,330.17793026,22.18353026
3.32500000,5.00000000,0.19803293,91.42866071,-1.50000000,10.00000000,0.00000000,100.00000000,0.00000000,330.15985381,22.16545381
3.33000000,5.00000000,0.20040484,90.35928287,-1.50000000,10.00000000,0.00000000,100.00000000,0.00000000,330.14164888,22.14724888
3.33500000,5.00000000,0.20286407,89.27709673,-1.50000000,10.00000000,0.00000000,100.00000000,0.00000000,330.12331075,22.12891075
3.34000000,5.00000000,0.20541612,88.18163074,-1.50000000,10.00000000,0.00000000,100.00000000,0.00000000,330.10483438,22.11043438
3.34500000,5.00000000,0.20806698,87.07238368,-1.50000000,10.00000000,0.00000000,100.00000000,0.00000000,330.08621443,22.09181443
3.35000000,5.00000000,0.21082320,85.94882198,-1.50000000,10.00000000,0.00000000,100.00000000,0.00000000,330.06744520,22.07304520
3.35500000,5.00000000,0.21369193,84.81037672,-1.50000000,10.00000000,0.00000000,100.00000000,0.00000000,330.04852057,22.05412057
3.36000000,5.00000000,0.21668107,83.65644028,-1.50000000,10.00000000,0.00000000,100.00000000,0.00000000,330.02943404,22.03503404
3.36500000,5.00000000,0.21979926,82.48636251,-1.50000000,10.00000000,0.00000000,100.00000000,0.00000000,330.01017861,22.01577861
3.37000000,5.00000000,0.22305608,81.29944649,-1.50000000,10.00000000,0.00000000,100.00000000,0.00000000,329.99074678,21.99634678
3.37500000,5.00000000,0.22646211,80.09494366,-1.50000000,10.00000000,0.00000000,100.00000000,0.00000000,329.97113046,21.97673046
3.38000000,5.00000000,0.23002910,78.87204828,-1.50000000,10.00000000,0.00000000,100.00000000,0.00000000,329.95132094,21.95692094
3.38500000,5.00000000,0.23377014,77.62989115,-1.50000000,10.00000000,0.00000000,100.00000000,0.00000000,329.93130878,21.93690878
3.39000000,5.00000000,0.23769988,76.36753237,-1.50000000,10.00000000,0.00000000,100.00000000,0.00000000,329.91108376,21.91668376
3.39500000,5.00000000,0.24183472,75.08395301,-1.50000000,10.00000000,0.00000000,100.00000000,0.00000000,329.89063478,21.89623478
3.40000000,5.00000000,0.24619316,73.77804551,-1.50000000,10.00000000,0.00000000,100.00000000,0.00000000,329.86994973,21.87554973
3.40500000,5.00000000,0.25079609,72.44860247,-1.50000000,9.71590909,0.00000000,100.00000000,0.00000000,329.30835059,21.31395059
3.41000000,5.00000000,0.25566728,71.09430357,-1.50000000,9.43181818,0.00000000,100.00000000,0.00000000,328.74648760,20.75208760
3.41500000,5.00000000,0.26083385,69.71370023,-1.50000000,9.14772727,0.00000000,100.00000000,0.00000000,328.18434476,20.18994476
3.42000000,5.00000000,0.26632689,68.30519746,-1.50000000,8.86363636,0.00000000,100.00000000,0.00000000,327.62190439,19.62750439
3.42500000,5.00000000,0.27218233,66.86703224,-1.50000000,8.57954545,0.00000000,100.00000000,0.00000000,327.05914686,19.06474686
3.43000000,5.00000000,0.27844185,65.39724765,-1.50000000,8.29545455,0.00000000,100.00000000,0.00000000,326.49605029,18.50165029
3.43500000,5.00000000,0.28515418,63.89366166,-1.50000000,8.01136364,0.00000000,100.00000000,0.00000000,325.93259014,17.93819014
3.44000000,5.00000000,0.29237671,62.35382907,-1.50000000,7.72727273,0.00000000,100.00000000,0.00000000,325.36873878,17.37433878
3.44500000,5.00000000,0.30017753,60.77499486,-1.50000000,7.44318182,0.00000000,100.00000000,0.00000000,324.80446489,16.81006489
3.45000000,5.00000000,0.30863820,59.15403621,-1.50000000,7.15909091,0.00000000,100.00000000,0.00000000,324.23973273,16.24533273
3.45500000,5.00000000,0.31785736,57.48738992,-1.50000000,6.87500000,0.00000000,100.00000000,0.00000000,323.67450121,15.68010121
3.46000000,5.00000000,0.32795559,55.77096019,-1.50000000,6.59090909,0.00000000,100.00000000,0.00000000,323.10872273,15.11432273
3.46500000,5.00000000,0.33908217,54.00000000,-1.50000000,6.30681818,0.00000000,100.00000000,0.00000000,322.54234157,14.54794157
3.47000000,5.00000000,0.35142447,52.16895629,-1.50000000,6.02272727,0.00000000,100.00000000,0.00000000,321.97529189,13.98089189
3.47500000,5.00000000,0.36522145,50.27126416,-1.50000000,5.73863636,0.00000000,100.00000000,0.00000000,321.40749490,13.41309490
3.48000000,5.00000000,0.38078352,48.29906831,-1.50000000,5.45454545,0.00000000,100.00000000,0.00000000,320.83885498,12.84445498
3.48500000,5.00000000,0.39852258,46.24283728,-1.50000000,5.17045455,0.00000000,100.00000000,0.00000000,320.26925424,12.27485424
3.49000000,5.00000000,0.41899912,44.09081537,-1.50000000,5.00000000,0.00000000,100.00000000,0.00000000,319.91481029,11.92041029
3.49500000,5.00000000,0.44299926,41.82822014,-1.50000000,5.00000000,0.00000000,100.00000000,0.00000000,319.88346523,11.88906523
3.50000000,5.00000000,0.47166692,39.43602414,-1.50000000,5.00000000,0.00000000,100.00000000,0.00000000,319.85056739,11.85616739
3.50500000,5.00000000,0.50674519,36.88902276,-1.50000000,5.00000000,0.00000000,100.00000000,0.00000000,319.81576954,11.82136954
3.51000000,5.00000000,0.55105263,34.15259873,-1.50000000,5.00000000,0.00000000,100.00000000,0.00000000,319.77857177,11.78417177
3.51500000,5.00000000,0.60952490,31.17691454,-1.50000000,5.00000000,0.00000000,100.00000000,0.00000000,319.73820686,11.74380686
3.52000000,5.00000000,0.69184184,27.88548009,-1.50000000,5.00000000,0.00000000,100.00000000,0.00000000,319.69338324,11.69898324
3.52500000,5.00000000,0.82065224,24.14953416,-1.50000000,5.00000000,0.00000000,100.00000000,0.00000000,319.64158262,11.64718262
3.53000000,5.00000000,1.06949482,19.71801207,-1.50000000,5.00000000,0.00000000,100.00000000,0.00000000,319.57630343,11.58190343
3.53500000,5.00000000,2.58198890,13.94274005,-1.50000000,5.00000000,0.00000000,100.00000000,0.00000000,349.42910000,41.43470000
3.54000000,5.00000000,0.12942382,0.00000000,-1.50000000,6.00000000,1000.00000000,140.00000000,0.00000000,325.03701485,17.04261485
13.14500000,5.00000000,0.13007914,138.72851185,-1.50000000,6.00000000,1000.00000000,140.00000000,0.00000000,325.02261911,17.02821911
13.15000000,5.00000000,0.13074452,138.02608449,-1.50000000,6.00000000,1000.00000000,140.00000000,0.00000000,325.00818733,17.01378733
13.15500000,5.00000000,0.13142022,137.32006408,-1.50000000,6.00000000,1000.00000000,140.00000000,0.00000000,324.99371896,16.99931896
13.16000000,5.00000000,0.13210650,136.61039492,-1.50000000,6.00000000,1000.00000000,140.00000000,0.00000000,324.97921341,16.98481341
13.16500000,5.00000000,0.13280364,135.89701983,-1.50000000,6.00000000,1000.00000000,140.00000000,0.00000000,324.96467010,16.97027010
13.17000000,5.00000000,0.13351194,135.17988016,-1.50000000,6.00000000,1000.00000000,140.00000000,0.00000000,324.95008842,16.95568842
13.17500000,5.00000000,0.13423170,134.45891566,-1.50000000,6.00000000,1000.00000000,140.00000000,0.00000000,324.93546776,16.94106776
13.18000000,5.00000000,0.13496323,133.73406447,-1.50000000,6.00000000,1000.00000000,140.00000000,0.00000000,324.92080748,16.92640748
13.18500000,5.00000000,0.13570684,133.00526305,-1.50000000,6.00000000,1000.00000000,140.00000000,0.00000000,324.90610692,16.91170692
13.19000000,5.00000000,0.13646289,132.27244611,-1.50000000,6.00000000,1000.00000000,140.00000000,0.00000000,324.89136541,16.89696541
13.19500000,5.00000000,0.13723171,131.53554653,-1.50000000,6.00000000,1000.00000000,140.00000000,0.00000000,324.87658225,16.88218225
13.20000000,5.00000000,0.13801368,130.79449530,-1.50000000,6.00000000,1000.00000000,140.00000000,0.00000000,324.86175674,16.86735674
13.20500000,5.00000000,0.13880916,130.04922145,-1.50000000,6.00000000,1000.00000000,140.00000000,0.00000000,324.84688814,16.85248814
13.21000000,5.00000000,0.13961857,129.29965197,-1.50000000,6.00000000,1000.00000000,140.00000000,0.00000000,324.83197570,16.83757570
13.21500000,5.00000000,0.14044230,128.54571171,-1.50000000,6.00000000,1000.00000000,140.00000000,0.00000000,324.81701865,16.82261865
13.22000000,5.00000000,0.14128078,127.78732331,-1.50000000,6.00000000,1000.00000000,140.00000000,0.00000000,324.80201617,16.80761617
13.22500000,5.00000000,0.14213446,127.02440710,-1.50000000,6.00000000,1000.00000000,140.00000000,0.00000000,324.78696746,16.79256746
13.23000000,5.00000000,0.14300381,126.25688100,-1.50000000,6.00000000,1000.00000000,140.00000000,0.00000000,324.77187166,16.77747166
13.23500000,5.00000000,0.14388931,125.48466042,-1.50000000,6.00000000,1000.00000000,140.00000000,0.00000000,324.75672789,16.76232789
13.24000000,5.00000000,0.14479146,124.70765814,-1.50000000,6.00000000,1000.00000000,140.00000000,0.00000000,324.74153526,16.74713526
13.24500000,5.00000000,0.14571080,123.92578424,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,323.14069204,15.14629204
13.25000000,5.00000000,0.14664788,123.13894591,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,323.12539886,15.13099886
13.25500000,5.00000000,0.14760327,122.34704737,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,323.11005392,15.11565392
13.26000000,5.00000000,0.14857758,121.54998972,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,323.09465622,15.10025622
13.26500000,5.00000000,0.14957144,120.74767078,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,323.07920468,15.08480468
13.27000000,5.00000000,0.15058552,119.93998499,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,323.06369822,15.06929822
13.27500000,5.00000000,0.15162051,119.12682318,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,323.04813569,15.05373569
13.28000000,5.00000000,0.15267714,118.30807242,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,323.03251594,15.03811594
13.28500000,5.00000000,0.15375617,117.48361588,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,323.01683773,15.02243773
13.29000000,5.00000000,0.15485841,116.65333257,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,323.00109983,15.00669983
13.29500000,5.00000000,0.15598469,115.81709718,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.98530092,14.99090092
13.30000000,5.00000000,0.15713592,114.97477984,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.96943965,14.97503965
13.30500000,5.00000000,0.15831302,114.12624589,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.95351463,14.95911463
13.31000000,5.00000000,0.15951697,113.27135560,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.93752439,14.94312439
13.31500000,5.00000000,0.16074881,112.40996397,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.92146743,14.92706743
13.32000000,5.00000000,0.16200965,111.54192037,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.90534218,14.91094218
13.32500000,5.00000000,0.16330062,110.66706827,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.88914700,14.89474700
13.33000000,5.00000000,0.16462296,109.78524491,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.87288020,14.87848020
13.33500000,5.00000000,0.16597795,108.89628093,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.85654000,14.86214000
13.34000000,5.00000000,0.16736696,108.00000000,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.84012457,14.84572457
13.34500000,5.00000000,0.16879144,107.09621842,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.82363198,14.82923198
13.35000000,5.00000000,0.17025292,106.18474467,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.80706023,14.81266023
13.35500000,5.00000000,0.17175303,105.26537892,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.79040723,14.79600723
13.36000000,5.00000000,0.17329351,104.33791257,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.77367079,14.77927079
13.36500000,5.00000000,0.17487619,103.40212764,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.75684862,14.76244862
13.37000000,5.00000000,0.17650305,102.45779619,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.73993833,14.74553833
13.37500000,5.00000000,0.17817618,101.50467970,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.72293742,14.72853742
13.38000000,5.00000000,0.17989781,100.54252832,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.70584325,14.71144325
13.38500000,5.00000000,0.18167033,99.57108014,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.68865308,14.69425308
13.39000000,5.00000000,0.18349630,98.59006035,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.67136400,14.67696400
13.39500000,5.00000000,0.18537846,97.59918032,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.65397298,14.65957298
13.40000000,5.00000000,0.18731976,96.59813663,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.63647680,14.64207680
13.40500000,5.00000000,0.18932335,95.58660994,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.61887210,14.62447210
13.41000000,5.00000000,0.19139264,94.56426386,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.60115532,14.60675532
13.41500000,5.00000000,0.19353130,93.53074361,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.58332270,14.58892270
13.42000000,5.00000000,0.19574331,92.48567457,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.56537026,14.57097026
13.42500000,5.00000000,0.19803293,91.42866071,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.54729381,14.55289381
13.43000000,5.00000000,0.20040484,90.35928287,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.52908888,14.53468888
13.43500000,5.00000000,0.20286407,89.27709673,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.51075075,14.51635075
13.44000000,5.00000000,0.20541612,88.18163074,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.49227438,14.49787438
13.44500000,5.00000000,0.20806698,87.07238368,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.47365443,14.47925443
13.45000000,5.00000000,0.21082320,85.94882198,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.45488520,14.46048520
13.45500000,5.00000000,0.21369193,84.81037672,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.43596057,14.44156057
13.46000000,5.00000000,0.21668107,83.65644028,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.41687404,14.42247404
13.46500000,5.00000000,0.21979926,82.48636251,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.39761861,14.40321861
13.47000000,5.00000000,0.22305608,81.29944649,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.37818678,14.38378678
13.47500000,5.00000000,0.22646211,80.09494366,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.35857046,14.36417046
13.48000000,5.00000000,0.23002910,78.87204828,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.33876094,14.34436094
13.48500000,5.00000000,0.23377014,77.62989115,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.31874878,14.32434878
13.49000000,5.00000000,0.23769988,76.36753237,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.29852376,14.30412376
13.49500000,5.00000000,0.24183472,75.08395301,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.27807478,14.28367478
13.50000000,5.00000000,0.24619316,73.77804551,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.25738973,14.26298973
13.50500000,5.00000000,0.25079609,72.44860247,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.23645536,14.24205536
13.51000000,5.00000000,0.25566728,71.09430357,-1.50000000,6.00000000,0.00000000,140.00000000,0.00000000,322.21525714,14.22085714
