0.00000000,0.00000000
400.00000000,0.00000000
200.00000000,15.00000000
400.00000000,15.00000000
400.00000000,0.00000000
100.00000000,-8.00000000
200.00000000,-8.00000000
0.00000000,0.00000000
100.00000000,0.00000000
500.00000000,-15.00000000
40.00000000,-15.00000000
148.00000000,-15.00000000
212.00000000,0.00000000
10.00000000,0.00000000
12.00000000,0.00000000
178.00000000,5.00000000
220.00000000,5.00000000
180.00000000,10.00000000
160.00000000,10.00000000
40.00000000,5.00000000
100.00000000,5.00000000
0.00000000,0.00000000
100.00000000,5.00000000
140.00000000,15.00000000
260.00000000,7.00000000
400.00000000,7.00000000
30.00000000,7.00000000
370.00000000,5.00000000
1100.00000000,14.00000000
600.00000000,14.00000000
220.00000000,14.00000000
800.00000000,14.00000000
480.00000000,14.00000000
390.00000000,14.00000000
670.00000000,14.00000000
140.00000000,0.00000000
170.00000000,0.00000000
230.00000000,8.00000000
900.00000000,0.00000000
100.00000000,0.00000000
100.00000000,-11.80000000
220.00000000,-11.80000000
160.00000000,-11.80000000
1020.00000000,-11.80000000
500.00000000,0.00000000
600.00000000,6.00000000
400.00000000,6.00000000
0.00000000,0.00000000
160.00000000,6.00000000
100.00000000,6.00000000
40.00000000,11.00000000
900.00000000,0.00000000
510.00000000,0.00000000
90.00000000,-0.70000000
90.00000000,-0.70000000
610.00000000,-0.70000000
100.00000000,0.60000000
520.00000000,0.60000000
130.00000000,0.60000000
50.00000000,9.00000000
700.00000000,9.00000000
500.00000000,9.00000000
500.00000000,0.00000000
200.00000000,0.00000000
600.00000000,-7.00000000
200.00000000,-7.00000000
200.00000000,0.00000000
400.00000000,7.00000000
700.00000000,-5.00000000
600.00000000,3.00000000
510.00000000,3.00000000
90.00000000,0.00000000
120.00000000,0.00000000
480.00000000,-8.00000000
700.00000000,0.00000000
800.00000000,0.00000000
0.00000000,0.00000000
