0,1,2,3,4,5,6,7,8,9
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
90.00000000,-4.30000000,400.00000000,70.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.09000000
210.00000000,7.80000000,0.00000000,70.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.30000000
50.00000000,7.80000000,400.00000000,70.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.35000000
4.00000000,7.80000000,500.00000000,70.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.35400000
84.00000000,9.70000000,400.00000000,70.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.43800000
142.00000000,9.70000000,400.00000000,170.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.58000000
1.00000000,9.70000000,0.00000000,170.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.58100000
189.00000000,9.70000000,400.00000000,170.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.77000000
4.00000000,9.70000000,400.00000000,105.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.77400000
51.00000000,11.40000000,400.00000000,105.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.82500000
5.00000000,11.40000000,0.00000000,105.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.83000000
270.00000000,11.40000000,400.00000000,105.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.10000000
280.00000000,9.50000000,400.00000000,105.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.38000000
260.00000000,10.50000000,400.00000000,105.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.64000000
440.00000000,0.10000000,400.00000000,105.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,2.08000000
1028.00000000,-0.50000000,0.00000000,105.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,3.10800000
2.00000000,-0.50000000,400.00000000,105.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,3.11000000
370.00000000,-0.50000000,0.00000000,105.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,3.48000000
60.00000000,0.40000000,0.00000000,105.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,3.54000000
88.00000000,0.40000000,400.00000000,105.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,3.62800000
322.00000000,0.40000000,400.00000000,170.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,3.95000000
100.00000000,0.40000000,0.00000000,140.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,4.05000000
88.00000000,-0.80000000,0.00000000,140.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,4.13800000
102.00000000,-0.80000000,0.00000000,170.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,4.24000000
400.00000000,-5.70000000,350.00000000,170.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,4.64000000
200.00000000,-7.30000000,0.00000000,170.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,4.84000000
330.00000000,-2.20000000,0.00000000,170.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,5.17000000
400.00000000,-4.50000000,500.00000000,170.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,5.57000000
280.00000000,2.30000000,0.00000000,170.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,5.85000000
390.00000000,2.90000000,0.00000000,170.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,6.24000000
360.00000000,3.00000000,500.00000000,170.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,6.60000000
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,6.60000000
90.00000000,3.00000000,600.00000000,170.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,6.69000000
470.00000000,3.00000000,600.00000000,170.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,7.16000000
88.00000000,-1.50000000,600.00000000,170.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,7.24800000
392.00000000,-1.50000000,600.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,7.64000000
500.00000000,-2.20000000,0.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,8.14000000
620.00000000,2.50000000,600.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,8.76000000
460.00000000,-1.40000000,800.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,9.22000000
480.00000000,-1.20000000,600.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,9.70000000
480.00000000,-1.50000000,800.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,10.18000000
760.00000000,-0.10000000,0.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,10.94000000
460.00000000,2.84000000,800.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,11.40000000
600.00000000,-2.40000000,800.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,12.00000000
280.00000000,-1.70000000,0.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,12.28000000
280.00000000,0.20000000,800.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,12.56000000
480.00000000,0.90000000,0.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,13.04000000
327.00000000,0.70000000,700.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,13.36700000
3.00000000,0.70000000,0.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,13.37000000
390.00000000,0.70000000,700.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,13.76000000
2318.00000000,-3.00000000,0.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,16.07800000
2.00000000,-3.00000000,1000.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,16.08000000
418.00000000,-3.00000000,700.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,16.49800000
2.00000000,1.00000000,1000.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,16.50000000
479.00000000,1.00000000,0.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,16.97900000
1.00000000,-0.80000000,1000.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,16.98000000
920.00000000,-0.80000000,0.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,17.90000000
0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,17.90000000
390.00000000,-1.55000000,0.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,18.29000000
3.00000000,-1.55000000,1000.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,18.29300000
2377.00000000,1.60000000,0.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,20.67000000
1097.00000000,-1.00000000,1000.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,21.76700000
3.00000000,-1.00000000,0.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,21.77000000
596.00000000,-1.00000000,1000.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,22.36600000
4.00000000,-2.60000000,0.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,22.37000000
1666.00000000,-2.60000000,1000.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,24.03600000
4.00000000,-0.50000000,0.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,24.04000000
1020.00000000,-0.50000000,1000.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,25.06000000
1440.00000000,-1.00000000,0.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,26.50000000
1.00000000,-1.00000000,0.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,26.50100000
1069.00000000,-5.00000000,0.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,27.57000000
1.00000000,-5.00000000,0.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,27.57100000
627.00000000,1.00000000,1500.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,28.19800000
2.00000000,1.00000000,0.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,28.20000000
399.00000000,1.00000000,0.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,28.59900000
1.00000000,-2.50000000,1000.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,28.60000000
2117.00000000,-2.50000000,0.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,30.71700000
3.00000000,-2.00000000,0.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,30.72000000
2847.00000000,-2.00000000,0.00000000,200.00000000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,33.56700000
