KP [km],Distance step [m],Time [s],Elapsed time [hh:mm:ss],Elapsed time [s],Speed [km/h],Acceleration [m/s²],Equivalent grade [‰],Radius [m],Speed restriction [km/h],Tractive Effort [kN],Braking Effort [kN],Resistance [kN],Energy source
0.64600000,2.00000000,0.15130586,0:01:20,80.69930628,47.74335895,0.57877171,0.00000000,500.00000000,50.00000000,124.48981243,0.00000000,5.65084776,AC catenary
0.64800000,2.00000000,0.15031675,0:01:20,80.84962303,48.05435087,0.57469741,0.00000000,500.00000000,50.00000000,123.65753237,0.00000000,5.65514348,AC catenary
0.65000000,2.00000000,0.14950282,0:01:20,80.99912585,48.26490191,0.39120600,0.00000000,500.00000000,50.00000000,85.98555960,0.00000000,5.65938845,Diesel engine
0.65200000,2.00000000,0.14885503,0:01:21,81.14798087,48.47351764,0.38929699,0.00000000,500.00000000,50.00000000,85.59646127,0.00000000,5.66226657,Diesel engine
0.65400000,2.00000000,0.14821867,0:01:21,81.29619955,48.68023227,0.38740551,0.00000000,500.00000000,50.00000000,85.21093941,0.00000000,5.66512155,Diesel engine
0.65600000,2.00000000,0.14759344,0:01:21,81.44379299,48.88507905,0.38553125,0.00000000,500.00000000,50.00000000,84.82893077,0.00000000,5.66795375,Diesel engine
0.65800000,2.00000000,0.14697902,0:01:21,81.59077201,49.08809030,0.38367391,0.00000000,500.00000000,50.00000000,84.45037392,0.00000000,5.67076355,Diesel engine
0.66000000,2.00000000,0.14637510,0:01:21,81.73714711,49.28929744,0.38183320,0.00000000,500.00000000,50.00000000,84.07520913,0.00000000,5.67355130,Diesel engine
0.66200000,2.00000000,0.14578141,0:01:21,81.88292851,49.48873104,0.38000883,0.00000000,500.00000000,50.00000000,83.70337833,0.00000000,5.67631735,Diesel engine
0.66400000,2.00000000,0.14519766,0:01:22,82.02812617,49.68642083,0.37820053,0.00000000,500.00000000,50.00000000,83.33482504,0.00000000,5.67906205,Diesel engine
0.66600000,2.00000000,0.14462359,0:01:22,82.17274977,49.88239576,0.37640802,0.00000000,500.00000000,50.00000000,82.96949430,0.00000000,5.68178571,Diesel engine
0.66800000,2.00000000,0.14405895,0:01:22,82.31680872,50.00000000,0.37463105,0.00000000,500.00000000,50.00000000,82.60733263,0.00000000,5.68448866,Diesel engine
0.67000000,2.00000000,0.14400000,0:01:22,82.46080872,50.00000000,0.00000000,0.00000000,500.00000000,50.00000000,5.68611209,0.00000000,5.68611209,Diesel engine
0.67200000,2.00000000,0.14400000,0:01:22,82.60480872,50.00000000,0.00000000,0.00000000,500.00000000,50.00000000,5.68611209,0.00000000,5.68611209,Diesel engine
0.67400000,2.00000000,0.14400000,0:01:22,82.74880872,50.00000000,0.00000000,0.00000000,500.00000000,50.00000000,5.68611209,0.00000000,5.68611209,Diesel engine
0.67600000,2.00000000,0.14400000,0:01:22,82.89280872,50.00000000,0.00000000,0.00000000,500.00000000,50.00000000,5.68611209,0.00000000,5.68611209,Diesel engine
0.67800000,2.00000000,0.14400000,0:01:23,83.03680872,50.00000000,0.00000000,0.00000000,500.00000000,50.00000000,5.68611209,0.00000000,5.68611209,Diesel engine
0.68000000,2.00000000,0.14400000,0:01:23,83.18080872,50.00000000,0.00000000,0.00000000,500.00000000,50.00000000,5.68611209,0.00000000,5.68611209,Diesel engine
0.68200000,2.00000000,0.14400000,0:01:23,83.32480872,50.00000000,0.00000000,0.00000000,500.00000000,50.00000000,5.68611209,0.00000000,5.68611209,Diesel engine
0.68400000,2.00000000,0.14400000,0:01:23,83.46880872,50.00000000,0.00000000,0.00000000,500.00000000,50.00000000,5.68611209,0.00000000,5.68611209,Diesel engine
0.68600000,2.00000000,0.14400000,0:01:23,83.61280872,50.00000000,0.00000000,0.00000000,500.00000000,50.00000000,5.68611209,0.00000000,5.68611209,Diesel engine
0.68800000,2.00000000,0.14400000,0:01:23,83.75680872,50.00000000,0.00000000,0.00000000,500.00000000,50.00000000,5.68611209,0.00000000,5.68611209,Diesel engine
0.69000000,2.00000000,0.14400000,0:01:23,83.90080872,50.00000000,0.00000000,0.00000000,500.00000000,50.00000000,5.68611209,0.00000000,5.68611209,Diesel engine
0.69200000,2.00000000,0.14400000,0:01:24,84.04480872,50.00000000,0.00000000,0.00000000,500.00000000,50.00000000,5.68611209,0.00000000,5.68611209,Diesel engine
0.69400000,2.00000000,0.14400000,0:01:24,84.18880872,50.00000000,0.00000000,0.00000000,500.00000000,50.00000000,5.68611209,0.00000000,5.68611209,Diesel engine
0.69600000,2.00000000,0.14400000,0:01:24,84.33280872,50.00000000,0.00000000,0.00000000,500.00000000,50.00000000,5.68611209,0.00000000,5.68611209,Diesel engine
0.69800000,2.00000000,0.14400000,0:01:24,84.47680872,50.00000000,0.00000000,0.00000000,500.00000000,50.00000000,5.68611209,0.00000000,5.68611209,Diesel engine
0.70000000,2.00000000,0.14400000,0:01:24,84.62080872,50.00000000,0.00000000,0.00000000,500.00000000,50.00000000,5.68611209,0.00000000,5.68611209,Diesel engine
0.70200000,2.00000000,0.14400000,0:01:24,84.76480872,50.00000000,0.00000000,0.00000000,500.00000000,50.00000000,5.68611209,0.00000000,5.68611209,Diesel engine
0.70400000,2.00000000,0.14400000,0:01:24,84.90880872,50.00000000,0.00000000,0.00000000,500.00000000,50.00000000,5.68611209,0.00000000,5.68611209,Diesel engine
0.70600000,2.00000000,0.14400000,0:01:25,85.05280872,50.00000000,0.00000000,0.00000000,500.00000000,50.00000000,5.68611209,0.00000000,5.68611209,Diesel engine
0.70800000,2.00000000,0.14400000,0:01:25,85.19680872,50.00000000,0.00000000,0.00000000,500.00000000,50.00000000,5.68611209,0.00000000,5.68611209,Diesel engine
0.71000000,2.00000000,0.14400000,0:01:25,85.34080872,50.00000000,0.00000000,0.00000000,500.00000000,50.00000000,5.68611209,0.00000000,5.68611209,Diesel engine
0.71200000,2.00000000,0.14400000,0:01:25,85.48480872,50.00000000,0.00000000,0.00000000,500.00000000,50.00000000,5.68611209,0.00000000,5.68611209,Diesel engine
0.71400000,2.00000000,0.14400000,0:01:25,85.62880872,50.00000000,0.00000000,0.00000000,500.00000000,50.00000000,5.68611209,0.00000000,5.68611209,Diesel engine
0.71600000,2.00000000,0.14400000,0:01:25,85.77280872,50.00000000,0.00000000,0.00000000,500.00000000,50.00000000,5.68611209,0.00000000,5.68611209,Diesel engine
0.71800000,2.00000000,0.14400000,0:01:25,85.91680872,50.00000000,0.00000000,0.00000000,500.00000000,50.00000000,5.68611209,0.00000000,5.68611209,Diesel engine
0.72000000,2.00000000,0.14400000,0:01:26,86.06080872,50.00000000,0.00000000,0.00000000,500.00000000,50.00000000,5.68611209,0.00000000,5.68611209,Diesel engine
0.72200000,2.00000000,0.14400000,0:01:26,86.20480872,50.00000000,0.00000000,0.00000000,500.00000000,50.00000000,5.68611209,0.00000000,5.68611209,Diesel engine
0.72400000,2.00000000,0.14400000,0:01:26,86.34880872,50.00000000,0.00000000,0.00000000,500.00000000,50.00000000,5.68611209,0.00000000,5.68611209,Diesel engine
0.72600000,2.00000000,0.14400000,0:01:26,86.49280872,50.00000000,0.00000000,0.00000000,500.00000000,50.00000000,5.68611209,0.00000000,5.68611209,Diesel engine
0.72800000,2.00000000,0.14400000,0:01:26,86.63680872,50.00000000,0.00000000,0.00000000,500.00000000,50.00000000,5.68611209,0.00000000,5.68611209,Diesel engine
0.73000000,2.00000000,0.14400000,0:01:26,86.78080872,50.00000000,0.00000000,0.00000000,500.00000000,50.00000000,5.68611209,0.00000000,5.68611209,Diesel engine
0.73200000,2.00000000,0.14400000,0:01:26,86.92480872,50.00000000,0.00000000,0.00000000,500.00000000,50.00000000,5.68611209,0.00000000,5.68611209,Diesel engine
0.73400000,2.00000000,0.14400000,0:01:27,87.06880872,50.00000000,0.00000000,0.00000000,0.00000000,50.00000000,2.51491049,0.00000000,2.51491049,Diesel engine
0.73600000,2.00000000,0.14400000,0:01:27,87.21280872,50.00000000,0.00000000,0.40000000,0.00000000,50.00000000,3.27616649,0.00000000,3.27616649,Diesel engine
0.73800000,2.00000000,0.14400000,0:01:27,87.35680872,50.00000000,0.00000000,0.80000000,0.00000000,50.00000000,4.03742249,0.00000000,4.03742249,Diesel engine
0.74000000,2.00000000,0.14400000,0:01:27,87.50080872,50.00000000,0.00000000,1.20000000,0.00000000,50.00000000,4.79867849,0.00000000,4.79867849,Diesel engine
0.74200000,2.00000000,0.14400000,0:01:27,87.64480872,50.00000000,0.00000000,1.60000000,0.00000000,50.00000000,5.55993449,0.00000000,5.55993449,Diesel engine
0.74400000,2.00000000,0.14400000,0:01:27,87.78880872,50.00000000,0.00000000,2.00000000,0.00000000,50.00000000,6.32119049,0.00000000,6.32119049,Diesel engine
0.74600000,2.00000000,0.14400000,0:01:27,87.93280872,50.00000000,0.00000000,2.40000000,0.00000000,50.00000000,7.08244649,0.00000000,7.08244649,Diesel engine
0.74800000,2.00000000,0.14400000,0:01:28,88.07680872,50.00000000,0.00000000,2.80000000,0.00000000,50.00000000,7.84370249,0.00000000,7.84370249,Diesel engine
0.75000000,2.00000000,0.14400000,0:01:28,88.22080872,50.00000000,0.00000000,3.20000000,0.00000000,50.00000000,8.60495849,0.00000000,8.60495849,Diesel engine
0.75200000,2.00000000,0.14400000,0:01:28,88.36480872,50.00000000,0.00000000,3.60000000,0.00000000,50.00000000,9.36621449,0.00000000,9.36621449,Diesel engine
0.75400000,2.00000000,0.14400000,0:01:28,88.50880872,50.00000000,0.00000000,4.00000000,0.00000000,50.00000000,10.12747049,0.00000000,10.12747049,Diesel engine
0.75600000,2.00000000,0.14400000,0:01:28,88.65280872,50.00000000,0.00000000,4.40000000,0.00000000,50.00000000,10.88872649,0.00000000,10.88872649,Diesel engine
0.75800000,2.00000000,0.14400000,0:01:28,88.79680872,50.00000000,0.00000000,4.80000000,0.00000000,50.00000000,11.64998249,0.00000000,11.64998249,Diesel engine
0.76000000,2.00000000,0.14400000,0:01:28,88.94080872,50.00000000,0.00000000,5.20000000,0.00000000,50.00000000,12.41123849,0.00000000,12.41123849,Diesel engine
0.76200000,2.00000000,0.14400000,0:01:29,89.08480872,50.00000000,0.00000000,5.60000000,0.00000000,50.00000000,13.17249449,0.00000000,13.17249449,Diesel engine
0.76400000,2.00000000,0.14400000,0:01:29,89.22880872,50.00000000,0.00000000,6.00000000,0.00000000,50.00000000,13.93375049,0.00000000,13.93375049,Diesel engine
0.76600000,2.00000000,0.14400000,0:01:29,89.37280872,50.00000000,0.00000000,6.40000000,0.00000000,50.00000000,14.69500649,0.00000000,14.69500649,Diesel engine
0.76800000,2.00000000,0.14400000,0:01:29,89.51680872,50.00000000,0.00000000,6.80000000,0.00000000,50.00000000,15.45626249,0.00000000,15.45626249,Diesel engine
0.77000000,2.00000000,0.14400000,0:01:29,89.66080872,50.00000000,0.00000000,7.20000000,0.00000000,50.00000000,16.21751849,0.00000000,16.21751849,Diesel engine
0.77200000,2.00000000,0.14400000,0:01:29,89.80480872,50.00000000,0.00000000,7.60000000,0.00000000,50.00000000,16.97877449,0.00000000,16.97877449,Diesel engine
0.77400000,2.00000000,0.14376572,0:01:29,89.94857444,50.16295760,0.31485947,8.00000000,0.00000000,95.00000000,82.39000000,0.00000000,17.74003049,Diesel engine
0.77600000,2.00000000,0.14330378,0:01:30,90.09187822,50.32287427,0.30997993,8.40000000,0.00000000,95.00000000,82.15159303,0.00000000,18.50353772,Diesel engine
0.77800000,2.00000000,0.14285337,0:01:30,90.23473159,50.47979014,0.30512225,8.80000000,0.00000000,95.00000000,81.91763494,0.00000000,19.26700489,Diesel engine
0.78000000,2.00000000,0.14241417,0:01:30,90.37714576,50.63374415,0.30028615,9.20000000,0.00000000,95.00000000,81.68806703,0.00000000,20.03043245,Diesel engine
0.78200000,2.00000000,0.14198590,0:01:30,90.51913166,50.78477410,0.29547134,9.60000000,0.00000000,95.00000000,81.46283232,0.00000000,20.79382082,Diesel engine
0.78400000,2.00000000,0.14156829,0:01:30,90.66069996,50.93291671,0.29067755,10.00000000,0.00000000,95.00000000,81.24187549,0.00000000,21.55717044,Diesel engine
0.78600000,2.00000000,0.14115847,0:01:30,90.80185843,51.08008899,0.28961201,10.00000000,0.00000000,95.00000000,81.02514286,0.00000000,21.55922571,Diesel engine
0.78800000,2.00000000,0.14075367,0:01:30,90.94261210,51.22630282,0.28855343,10.00000000,0.00000000,95.00000000,80.80982981,0.00000000,21.56126916,Diesel engine
0.79000000,2.00000000,0.14035379,0:01:31,91.08296589,51.37156987,0.28750174,10.00000000,0.00000000,95.00000000,80.59591897,0.00000000,21.56330093,Diesel engine
0.79200000,2.00000000,0.13995873,0:01:31,91.22292462,51.51590157,0.28645686,10.00000000,0.00000000,95.00000000,80.38339328,0.00000000,21.56532114,Diesel engine
0.79400000,2.00000000,0.13956841,0:01:31,91.36249303,51.65930913,0.28541869,10.00000000,0.00000000,95.00000000,80.17223600,0.00000000,21.56732992,Diesel engine
0.79600000,2.00000000,0.13918273,0:01:31,91.50167576,51.80180354,0.28438717,10.00000000,0.00000000,95.00000000,79.96243074,0.00000000,21.56932740,Diesel engine
0.79800000,2.00000000,0.13880160,0:01:31,91.64047736,51.94339561,0.28336220,10.00000000,0.00000000,95.00000000,79.75396141,0.00000000,21.57131370,Diesel engine
0.80000000,2.00000000,0.13842495,0:01:31,91.77890231,52.08409590,0.28234372,10.00000000,0.00000000,95.00000000,79.54681223,0.00000000,21.57328894,Diesel engine
0.80200000,2.00000000,0.13805268,0:01:31,91.91695498,52.22391481,0.28133165,10.00000000,0.00000000,95.00000000,79.34096770,0.00000000,21.57525325,Diesel engine
0.80400000,2.00000000,0.13768471,0:01:32,92.05463969,52.36286254,0.28032590,10.00000000,0.00000000,95.00000000,79.13641263,0.00000000,21.57720673,Diesel engine
0.80600000,2.00000000,0.13732097,0:01:32,92.19196066,52.50094908,0.27932642,10.00000000,0.00000000,95.00000000,78.93313211,0.00000000,21.57914951,Diesel engine
0.80800000,2.00000000,0.13696137,0:01:32,92.32892203,52.63818428,0.27833313,10.00000000,0.00000000,95.00000000,78.73111149,0.00000000,21.58108169,Diesel engine
0.81000000,2.00000000,0.13660585,0:01:32,92.46552788,52.77457776,0.27734595,10.00000000,0.00000000,95.00000000,78.53033640,0.00000000,21.58300338,Diesel engine
0.81200000,2.00000000,0.13625433,0:01:32,92.60178221,52.91013901,0.27636482,10.00000000,0.00000000,95.00000000,78.33079273,0.00000000,21.58491471,Diesel engine
0.81400000,2.00000000,0.13591641,0:01:32,92.73769862,53.03732998,0.25994523,10.00000000,500.00000000,95.00000000,78.13246662,0.00000000,24.75801736,Diesel engine
0.81600000,2.00000000,0.13559066,0:01:32,92.87328928,53.16467435,0.26088402,9.80000000,500.00000000,95.00000000,77.94638625,0.00000000,24.37917429,Diesel engine
0.81800000,2.00000000,0.13526608,0:01:33,93.00855536,53.29217049,0.26182171,9.60000000,500.00000000,95.00000000,77.76008143,0.00000000,24.00033461,Diesel engine
0.82000000,2.00000000,0.13494267,0:01:33,93.14349803,53.41981679,0.26275830,9.40000000,500.00000000,95.00000000,77.57355457,0.00000000,23.62149828,Diesel engine
0.82200000,2.00000000,0.13462042,0:01:33,93.27811845,53.54761164,0.26369380,9.20000000,500.00000000,95.00000000,77.38680803,0.00000000,23.24266530,Diesel engine
0.82400000,2.00000000,0.13429934,0:01:33,93.41241778,53.67555347,0.26462823,9.00000000,500.00000000,95.00000000,77.19984416,0.00000000,22.86383564,Diesel engine
0.82600000,2.00000000,0.13397942,0:01:33,93.54639720,53.80364071,0.26556159,8.80000000,500.00000000,95.00000000,77.01266527,0.00000000,22.48500928,Diesel engine
0.82800000,2.00000000,0.13366066,0:01:33,93.68005786,53.93187182,0.26649391,8.60000000,500.00000000,95.00000000,76.82527365,0.00000000,22.10618621,Diesel engine
0.83000000,2.00000000,0.13334307,0:01:33,93.81340093,54.06024527,0.26742518,8.40000000,500.00000000,95.00000000,76.63767153,0.00000000,21.72736641,Diesel engine
0.83200000,2.00000000,0.13302663,0:01:33,93.94642756,54.18875957,0.26835542,8.20000000,500.00000000,95.00000000,76.44986117,0.00000000,21.34854986,Diesel engine
0.83400000,2.00000000,0.13270233,0:01:34,94.07912989,54.32478274,0.28472909,8.00000000,0.00000000,95.00000000,76.26184475,0.00000000,17.79853495,Diesel engine
0.83600000,2.00000000,0.13236609,0:01:34,94.21149598,54.46441166,0.29301925,7.00000000,0.00000000,95.00000000,76.06284285,0.00000000,15.89731703,Diesel engine
0.83800000,2.00000000,0.13202286,0:01:34,94.34351884,54.60760636,0.30128347,6.00000000,0.00000000,95.00000000,75.85856574,0.00000000,13.99615152,Diesel engine
0.84000000,2.00000000,0.13167287,0:01:34,94.47519171,54.75432672,0.30952203,5.00000000,0.00000000,95.00000000,75.64907189,0.00000000,12.09503796,Diesel engine
0.84200000,2.00000000,0.13131634,0:01:34,94.60650805,54.90453249,0.31773521,4.00000000,0.00000000,95.00000000,75.43442001,0.00000000,10.19397590,Diesel engine
0.84400000,2.00000000,0.13095348,0:01:34,94.73746153,55.05818334,0.32592332,3.00000000,0.00000000,95.00000000,75.21466896,0.00000000,8.29296489,Diesel engine
0.84600000,2.00000000,0.13058443,0:01:34,94.86804596,55.21529846,0.33421357,2.00000000,0.00000000,95.00000000,75.01594391,0.00000000,6.39200448,Diesel engine
0.84800000,2.00000000,0.13020923,0:01:34,94.99825519,55.37593774,0.34269476,1.00000000,0.00000000,95.00000000,74.85647206,0.00000000,4.49109505,Diesel engine
0.85000000,2.00000000,0.12982798,0:01:35,95.12808317,55.54006234,0.35115826,-0.00000000,0.00000000,95.00000000,74.69342319,0.00000000,2.59023759,Diesel engine
0.85200000,2.00000000,0.12944088,0:01:35,95.25752405,55.70763333,0.35960429,-1.00000000,0.00000000,95.00000000,74.52683672,0.00000000,0.68943167,Diesel engine
0.85400000,2.00000000,0.12904816,0:01:35,95.38657222,55.87861168,0.36803303,-2.00000000,0.00000000,95.00000000,74.35675217,0.00000000,-1.21132315,Diesel engine
0.85600000,2.00000000,0.12865003,0:01:35,95.51522225,56.05295832,0.37644468,-3.00000000,0.00000000,95.00000000,74.18320914,0.00000000,-3.11202727,Diesel engine
0.85800000,2.00000000,0.12824670,0:01:35,95.64346895,56.23063411,0.38483944,-4.00000000,0.00000000,95.00000000,74.00624731,0.00000000,-5.01268113,Diesel engine
0.86000000,2.00000000,0.12783837,0:01:35,95.77130732,56.41159994,0.39321750,-5.00000000,0.00000000,95.00000000,73.82590637,0.00000000,-6.91328515,Diesel engine
0.86200000,2.00000000,0.12742526,0:01:35,95.89873259,56.59581668,0.40157905,-6.00000000,0.00000000,95.00000000,73.64222606,0.00000000,-8.81383976,Diesel engine
0.86400000,2.00000000,0.12700758,0:01:36,96.02574016,56.78324525,0.40992429,-7.00000000,0.00000000,95.00000000,73.45524607,0.00000000,-10.71434538,Diesel engine
0.86600000,2.00000000,0.12658645,0:01:36,96.15232662,56.97300326,0.41639968,-7.80000000,0.00000000,95.00000000,73.26500607,0.00000000,-12.23417443,Diesel engine
0.86800000,2.00000000,0.12616299,0:01:36,96.27848961,57.16506222,0.42286338,-8.60000000,0.00000000,95.00000000,73.07240169,0.00000000,-13.75396744,Diesel engine
0.87000000,2.00000000,0.12573734,0:01:36,96.40422695,57.35939379,0.42931553,-9.40000000,0.00000000,95.00000000,72.87746185,0.00000000,-15.27372470,Diesel engine
0.87200000,2.00000000,0.12530962,0:01:36,96.52953656,57.55596981,0.43575628,-10.20000000,0.00000000,95.00000000,72.68021530,0.00000000,-16.79344653,Diesel engine
0.87400000,2.00000000,0.12487996,0:01:36,96.65441652,57.75476232,0.44218575,-11.00000000,0.00000000,95.00000000,72.48069064,0.00000000,-18.31313323,Diesel engine
0.87600000,2.00000000,0.12444851,0:01:36,96.77886503,57.95574352,0.44860410,-11.80000000,0.00000000,95.00000000,72.27891625,0.00000000,-19.83278510,Diesel engine
0.87800000,2.00000000,0.12401538,0:01:36,96.90288042,58.15888584,0.45501147,-12.60000000,0.00000000,95.00000000,72.07492032,0.00000000,-21.35240244,Diesel engine
0.88000000,2.00000000,0.12358070,0:01:37,97.02646112,58.36416188,0.46140798,-13.40000000,0.00000000,95.00000000,71.86873087,0.00000000,-22.87198555,Diesel engine
0.88200000,2.00000000,0.12314459,0:01:37,97.14960571,58.57154447,0.46779378,-14.20000000,0.00000000,95.00000000,71.66037569,0.00000000,-24.39153473,Diesel engine
0.88400000,2.00000000,0.12270717,0:01:37,97.27231289,58.78100665,0.47416901,-15.00000000,0.00000000,95.00000000,71.44988236,0.00000000,-25.91105026,Diesel engine
0.88600000,2.00000000,0.12227194,0:01:37,97.39458483,58.98926362,0.47311882,-15.00000000,0.00000000,95.00000000,71.23727825,0.00000000,-25.90802045,Diesel engine
0.88800000,2.00000000,0.12184226,0:01:37,97.51642709,59.19633074,0.47207467,-15.00000000,0.00000000,95.00000000,71.02589742,0.00000000,-25.90500479,Diesel engine
0.89000000,2.00000000,0.12141801,0:01:37,97.63784510,59.40222305,0.47103646,-15.00000000,0.00000000,95.00000000,70.81572430,0.00000000,-25.90200310,Diesel engine
0.89200000,2.00000000,0.12099907,0:01:37,97.75884417,59.60695527,0.47000412,-15.00000000,0.00000000,95.00000000,70.60674361,0.00000000,-25.89901522,Diesel engine
0.89400000,2.00000000,0.12058534,0:01:37,97.87942951,59.81054184,0.46897759,-15.00000000,0.00000000,95.00000000,70.39894040,0.00000000,-25.89604101,Diesel engine
0.89600000,2.00000000,0.12017672,0:01:37,97.99960623,60.01299689,0.46795679,-15.00000000,0.00000000,95.00000000,70.19230003,0.00000000,-25.89308029,Diesel engine
0.89800000,2.00000000,0.11977311,0:01:38,98.11937934,60.21432663,0.46692392,-15.00000000,0.00000000,95.00000000,69.98316903,0.00000000,-25.89013292,Diesel engine
0.90000000,2.00000000,0.11937452,0:01:38,98.23875386,60.41443455,0.46563986,-15.00000000,0.00000000,95.00000000,69.72244702,0.00000000,-25.88719886,Diesel engine
0.90200000,2.00000000,0.11898096,0:01:38,98.35773481,60.61333607,0.46436357,-15.00000000,0.00000000,95.00000000,69.46330726,0.00000000,-25.88427957,Diesel engine
0.90400000,2.00000000,0.11859233,0:01:38,98.47632714,60.81104630,0.46309497,-15.00000000,0.00000000,95.00000000,69.20572979,0.00000000,-25.88137487,Diesel engine
0.90600000,2.00000000,0.11820852,0:01:38,98.59453566,61.00758006,0.46183395,-15.00000000,0.00000000,95.00000000,68.94969504,0.00000000,-25.87848461,Diesel engine
0.90800000,2.00000000,0.11782945,0:01:38,98.71236512,61.20295183,0.46058042,-15.00000000,0.00000000,95.00000000,68.69518383,0.00000000,-25.87560862,Diesel engine
0.91000000,2.00000000,0.11745502,0:01:38,98.82982013,61.39717585,0.45933428,-15.00000000,0.00000000,95.00000000,68.44217738,0.00000000,-25.87274674,Diesel engine
0.91200000,2.00000000,0.11708512,0:01:38,98.94690526,61.59026604,0.45809545,-15.00000000,0.00000000,95.00000000,68.19065728,0.00000000,-25.86989881,Diesel engine
0.91400000,2.00000000,0.11671969,0:01:39,99.06362495,61.78223606,0.45686384,-15.00000000,0.00000000,95.00000000,67.94060548,0.00000000,-25.86706468,Diesel engine
0.91600000,2.00000000,0.11635862,0:01:39,99.17998357,61.97309930,0.45563936,-15.00000000,0.00000000,95.00000000,67.69200431,0.00000000,-25.86424419,Diesel engine
0.91800000,2.00000000,0.11600183,0:01:39,99.29598540,62.16286890,0.45442193,-15.00000000,0.00000000,95.00000000,67.44483641,0.00000000,-25.86143720,Diesel engine
0.92000000,2.00000000,0.11564925,0:01:39,99.41163465,62.35155773,0.45321146,-15.00000000,0.00000000,95.00000000,67.19908478,0.00000000,-25.85864357,Diesel engine
0.92200000,2.00000000,0.11530079,0:01:39,99.52693543,62.53917844,0.45200787,-15.00000000,0.00000000,95.00000000,66.95473273,0.00000000,-25.85586314,Diesel engine
0.92400000,2.00000000,0.11495636,0:01:39,99.64189180,62.72574341,0.45081108,-15.00000000,0.00000000,95.00000000,66.71176392,0.00000000,-25.85309579,Diesel engine
0.92600000,2.00000000,0.11461591,0:01:39,99.75650771,62.91126481,0.44962102,-15.00000000,0.00000000,95.00000000,66.47016228,0.00000000,-25.85034137,Diesel engine
0.92800000,2.00000000,0.11427935,0:01:39,99.87078706,63.09575457,0.44843759,-15.00000000,0.00000000,95.00000000,66.22991207,0.00000000,-25.84759974,Diesel engine
0.93000000,2.00000000,0.11394661,0:01:39,99.98473366,63.27922441,0.44726074,-15.00000000,0.00000000,95.00000000,65.99099783,0.00000000,-25.84487078,Diesel engine
0.93200000,2.00000000,0.11361762,0:01:40,100.09835128,63.46168582,0.44609038,-15.00000000,0.00000000,95.00000000,65.75340439,0.00000000,-25.84215436,Diesel engine
0.93400000,2.00000000,0.11329791,0:01:40,100.21164919,63.63685971,0.42948199,-15.00000000,500.00000000,70.00000000,65.51711686,0.00000000,-22.66824874,Diesel engine
0.93600000,2.00000000,0.11298729,0:01:40,100.32463649,63.81109880,0.42836453,-15.00000000,500.00000000,70.00000000,65.29026668,0.00000000,-22.66565035,Diesel engine
0.93800000,2.00000000,0.11268001,0:01:40,100.43731650,63.98441316,0.42725301,-15.00000000,500.00000000,70.00000000,65.06462705,0.00000000,-22.66306352,Diesel engine
0.94000000,2.00000000,0.11237601,0:01:40,100.54969251,64.15681264,0.42614739,-15.00000000,500.00000000,70.00000000,64.84018496,0.00000000,-22.66048815,Diesel engine
0.94200000,2.00000000,0.11207524,0:01:40,100.66176775,64.32830695,0.42504759,-15.00000000,500.00000000,70.00000000,64.61692764,0.00000000,-22.65792412,Diesel engine
0.94400000,2.00000000,0.11177763,0:01:40,100.77354537,64.49890563,0.42395355,-15.00000000,500.00000000,70.00000000,64.39484250,0.00000000,-22.65537132,Diesel engine
0.94600000,2.00000000,0.11148313,0:01:40,100.88502850,64.66861805,0.42286522,-15.00000000,500.00000000,70.00000000,64.17391722,0.00000000,-22.65282964,Diesel engine
0.94800000,2.00000000,0.11119170,0:01:40,100.99622020,64.83745342,0.42178253,-15.00000000,500.00000000,70.00000000,63.95413963,0.00000000,-22.65029899,Diesel engine
0.95000000,2.00000000,0.11090328,0:01:41,101.10712348,65.00542082,0.42070543,-15.00000000,500.00000000,70.00000000,63.73549782,0.00000000,-22.64777925,Diesel engine
0.95200000,2.00000000,0.11061781,0:01:41,101.21774129,65.17253304,0.41964364,-15.00000000,500.00000000,70.00000000,63.51999116,0.00000000,-22.64527033,Diesel engine
0.95400000,2.00000000,0.11033515,0:01:41,101.32807644,65.33891469,0.41887946,-15.00000000,500.00000000,70.00000000,63.36557948,0.00000000,-22.64277206,Diesel engine
0.95600000,2.00000000,0.11005515,0:01:41,101.43813159,65.50457268,0.41811860,-15.00000000,500.00000000,70.00000000,63.21184282,0.00000000,-22.64028262,Diesel engine
0.95800000,2.00000000,0.10977778,0:01:41,101.54790937,65.66951377,0.41736105,-15.00000000,500.00000000,70.00000000,63.05877485,0.00000000,-22.63780193,Diesel engine
0.96000000,2.00000000,0.10950299,0:01:41,101.65741236,65.83374464,0.41660676,-15.00000000,500.00000000,70.00000000,62.90636928,0.00000000,-22.63532991,Diesel engine
0.96200000,2.00000000,0.10923074,0:01:41,101.76664310,65.99727186,0.41585571,-15.00000000,500.00000000,70.00000000,62.75461996,0.00000000,-22.63286649,Diesel engine
0.96400000,2.00000000,0.10896100,0:01:41,101.87560411,66.16010191,0.41510787,-15.00000000,500.00000000,70.00000000,62.60352080,0.00000000,-22.63041159,Diesel engine
0.96600000,2.00000000,0.10869373,0:01:41,101.98429784,66.32224116,0.41436320,-15.00000000,500.00000000,70.00000000,62.45306584,0.00000000,-22.62796516,Diesel engine
