KP [km],Distance step [m],Time [s],Elapsed time [hh:mm:ss],Elapsed time [s],Speed [km/h],Acceleration [m/s²],Equivalent grade [‰],Radius [m],Speed restriction [km/h],Tractive Effort [kN],Braking Effort [kN],Resistance [kN],Energy source
1.39600000,2.00000000,0.12000000,0:02:06,126.72120775,60.00000000,0.00000000,-0.20000000,0.00000000,60.00000000,2.27614978,0.00000000,2.27614978,AC catenary
1.39800000,2.00000000,0.12000000,0:02:06,126.84120775,60.00000000,0.00000000,-0.40000000,0.00000000,60.00000000,1.89552178,0.00000000,1.89552178,AC catenary
1.40000000,2.00000000,0.12000000,0:02:06,126.96120775,60.00000000,0.00000000,-0.60000000,0.00000000,60.00000000,1.51489378,0.00000000,1.51489378,AC catenary
1.40200000,2.00000000,0.12000000,0:02:07,127.08120775,60.00000000,0.00000000,-0.80000000,0.00000000,60.00000000,1.13426578,0.00000000,1.13426578,AC catenary
1.40400000,2.00000000,0.12000000,0:02:07,127.20120775,60.00000000,0.00000000,-1.00000000,0.00000000,60.00000000,0.75363778,0.00000000,0.75363778,AC catenary
1.40600000,2.00000000,0.12000000,0:02:07,127.32120775,60.00000000,0.00000000,-1.20000000,0.00000000,60.00000000,0.37300978,0.00000000,0.37300978,AC catenary
1.40800000,2.00000000,0.12000000,0:02:07,127.44120775,60.00000000,0.00000000,-1.40000000,0.00000000,60.00000000,0.00000000,0.00761822,-0.00761822,AC catenary
1.41000000,2.00000000,0.12000000,0:02:07,127.56120775,60.00000000,0.00000000,-1.60000000,0.00000000,60.00000000,0.00000000,0.38824622,-0.38824622,AC catenary
1.41200000,2.00000000,0.12000000,0:02:07,127.68120775,60.00000000,0.00000000,-1.80000000,0.00000000,60.00000000,0.00000000,0.76887422,-0.76887422,AC catenary
1.41400000,2.00000000,0.11978794,0:02:07,127.80099569,60.21243584,0.49262017,-2.00000000,0.00000000,90.00000000,100.00000000,0.00000000,-1.14950222,AC catenary
1.41600000,2.00000000,0.11936683,0:02:07,127.92036252,60.42409248,0.49254481,-2.20000000,0.00000000,90.00000000,99.60699370,0.00000000,-1.52703443,AC catenary
1.41800000,2.00000000,0.11895019,0:02:08,128.03931271,60.63498111,0.49247650,-2.40000000,0.00000000,90.00000000,99.21542891,0.00000000,-1.90457459,AC catenary
1.42000000,2.00000000,0.11853794,0:02:08,128.15785065,60.84511267,0.49241516,-2.60000000,0.00000000,90.00000000,98.82528495,0.00000000,-2.28212260,AC catenary
1.42200000,2.00000000,0.11812999,0:02:08,128.27598064,61.05449790,0.49236067,-2.80000000,0.00000000,90.00000000,98.43654156,0.00000000,-2.65967831,AC catenary
1.42400000,2.00000000,0.11772627,0:02:08,128.39370691,61.26314730,0.49231295,-3.00000000,0.00000000,90.00000000,98.04917889,0.00000000,-3.03724161,AC catenary
1.42600000,2.00000000,0.11732669,0:02:08,128.51103361,61.47107117,0.49227189,-3.20000000,0.00000000,90.00000000,97.66317750,0.00000000,-3.41481239,AC catenary
1.42800000,2.00000000,0.11693119,0:02:08,128.62796479,61.67827963,0.49223740,-3.40000000,0.00000000,90.00000000,97.27851833,0.00000000,-3.79239052,AC catenary
1.43000000,2.00000000,0.11653968,0:02:08,128.74450448,61.88478257,0.49220940,-3.60000000,0.00000000,90.00000000,96.89518268,0.00000000,-4.16997590,AC catenary
1.43200000,2.00000000,0.11615210,0:02:08,128.86065658,62.09058969,0.49218778,-3.80000000,0.00000000,90.00000000,96.51315225,0.00000000,-4.54756840,AC catenary
1.43400000,2.00000000,0.11576838,0:02:08,128.97642495,62.29571052,0.49217247,-4.00000000,0.00000000,90.00000000,96.13240908,0.00000000,-4.92516793,AC catenary
1.43600000,2.00000000,0.11538844,0:02:09,129.09181339,62.50015439,0.49216338,-4.20000000,0.00000000,90.00000000,95.75293554,0.00000000,-5.30277436,AC catenary
1.43800000,2.00000000,0.11501222,0:02:09,129.20682562,62.70393046,0.49216042,-4.40000000,0.00000000,90.00000000,95.37471438,0.00000000,-5.68038760,AC catenary
1.44000000,2.00000000,0.11463966,0:02:09,129.32146528,62.90704770,0.49216351,-4.60000000,0.00000000,90.00000000,94.99772866,0.00000000,-6.05800755,AC catenary
1.44200000,2.00000000,0.11427069,0:02:09,129.43573597,63.10951495,0.49217256,-4.80000000,0.00000000,90.00000000,94.62196175,0.00000000,-6.43563409,AC catenary
1.44400000,2.00000000,0.11390526,0:02:09,129.54964123,63.31134083,0.49218751,-5.00000000,0.00000000,90.00000000,94.24739735,0.00000000,-6.81326714,AC catenary
1.44600000,2.00000000,0.11354397,0:02:09,129.66318519,63.51177730,0.49035452,-5.00000000,0.00000000,90.00000000,93.87401947,0.00000000,-6.81027859,AC catenary
1.44800000,2.00000000,0.11318742,0:02:09,129.77637261,63.71084261,0.48853414,-5.00000000,0.00000000,90.00000000,93.50321200,0.00000000,-6.80730756,AC catenary
1.45000000,2.00000000,0.11283551,0:02:09,129.88920812,63.90855460,0.48672620,-5.00000000,0.00000000,90.00000000,93.13494118,0.00000000,-6.80435385,AC catenary
1.45200000,2.00000000,0.11248815,0:02:10,130.00169627,64.10493078,0.48493053,-5.00000000,0.00000000,90.00000000,92.76917398,0.00000000,-6.80141725,AC catenary
1.45400000,2.00000000,0.11214524,0:02:10,130.11384151,64.29998825,0.48314698,-5.00000000,0.00000000,90.00000000,92.40587806,0.00000000,-6.79849757,AC catenary
1.45600000,2.00000000,0.11180668,0:02:10,130.22564819,64.49374380,0.48137539,-5.00000000,0.00000000,90.00000000,92.04502173,0.00000000,-6.79559461,AC catenary
1.45800000,2.00000000,0.11147240,0:02:10,130.33712059,64.68621386,0.47961561,-5.00000000,0.00000000,90.00000000,91.68657397,0.00000000,-6.79270818,AC catenary
1.46000000,2.00000000,0.11114230,0:02:10,130.44826290,64.87741451,0.47786750,-5.00000000,0.00000000,90.00000000,91.33050437,0.00000000,-6.78983808,AC catenary
1.46200000,2.00000000,0.11081631,0:02:10,130.55907920,65.06736156,0.47613090,-5.00000000,0.00000000,90.00000000,90.97678315,0.00000000,-6.78698415,AC catenary
1.46400000,2.00000000,0.11049427,0:02:10,130.66957347,65.25613951,0.47457955,-5.00000000,0.00000000,90.00000000,90.66108274,0.00000000,-6.78414618,AC catenary
1.46600000,2.00000000,0.11017595,0:02:10,130.77974942,65.44388682,0.47335220,-5.00000000,0.00000000,90.00000000,90.41189585,0.00000000,-6.78132298,AC catenary
1.46800000,2.00000000,0.10986118,0:02:10,130.88961061,65.63061497,0.47213155,-5.00000000,0.00000000,90.00000000,90.16406940,0.00000000,-6.77851253,AC catenary
1.47000000,2.00000000,0.10954990,0:02:10,130.99916051,65.81633524,0.47091750,-5.00000000,0.00000000,90.00000000,89.91758824,0.00000000,-6.77571468,AC catenary
1.47200000,2.00000000,0.10924203,0:02:11,131.10840254,66.00105871,0.46971000,-5.00000000,0.00000000,90.00000000,89.67243748,0.00000000,-6.77292932,AC catenary
1.47400000,2.00000000,0.10893753,0:02:11,131.21734007,66.18479626,0.46850897,-5.00000000,0.00000000,90.00000000,89.42860250,0.00000000,-6.77015632,AC catenary
1.47600000,2.00000000,0.10863632,0:02:11,131.32597638,66.36755858,0.46731433,-5.00000000,0.00000000,90.00000000,89.18606893,0.00000000,-6.76739556,AC catenary
1.47800000,2.00000000,0.10833836,0:02:11,131.43431474,66.54935615,0.46612602,-5.00000000,0.00000000,90.00000000,88.94482268,0.00000000,-6.76464693,AC catenary
1.48000000,2.00000000,0.10804358,0:02:11,131.54235832,66.73019931,0.46494397,-5.00000000,0.00000000,90.00000000,88.70484988,0.00000000,-6.76191030,AC catenary
1.48200000,2.00000000,0.10775193,0:02:11,131.65011025,66.91009818,0.46376812,-5.00000000,0.00000000,90.00000000,88.46613691,0.00000000,-6.75918555,AC catenary
1.48400000,2.00000000,0.10746336,0:02:11,131.75757361,67.08906274,0.46259839,-5.00000000,0.00000000,90.00000000,88.22867040,0.00000000,-6.75647258,AC catenary
1.48600000,2.00000000,0.10717781,0:02:11,131.86475142,67.26710278,0.46143473,-5.00000000,0.00000000,90.00000000,87.99243718,0.00000000,-6.75377127,AC catenary
1.48800000,2.00000000,0.10689524,0:02:11,131.97164666,67.44422792,0.46027707,-5.00000000,0.00000000,90.00000000,87.75742433,0.00000000,-6.75108151,AC catenary
1.49000000,2.00000000,0.10661559,0:02:12,132.07826225,67.62044762,0.45912534,-5.00000000,0.00000000,90.00000000,87.52361915,0.00000000,-6.74840320,AC catenary
1.49200000,2.00000000,0.10633881,0:02:12,132.18460106,67.79577121,0.45797949,-5.00000000,0.00000000,90.00000000,87.29100914,0.00000000,-6.74573622,AC catenary
1.49400000,2.00000000,0.10606486,0:02:12,132.29066593,67.97020782,0.45683945,-5.00000000,0.00000000,90.00000000,87.05958201,0.00000000,-6.74308047,AC catenary
1.49600000,2.00000000,0.10579369,0:02:12,132.39645962,68.14376646,0.45570518,-5.00000000,0.00000000,90.00000000,86.82932568,0.00000000,-6.74043586,AC catenary
1.49800000,2.00000000,0.10552526,0:02:12,132.50198488,68.31645598,0.45457660,-5.00000000,0.00000000,90.00000000,86.60022827,0.00000000,-6.73780227,AC catenary
1.50000000,2.00000000,0.10525951,0:02:12,132.60724439,68.48828510,0.45345366,-5.00000000,0.00000000,90.00000000,86.37227810,0.00000000,-6.73517961,AC catenary
1.50200000,2.00000000,0.10499641,0:02:12,132.71224080,68.65926237,0.45233630,-5.00000000,0.00000000,90.00000000,86.14546367,0.00000000,-6.73256777,AC catenary
1.50400000,2.00000000,0.10473591,0:02:12,132.81697671,68.82939623,0.45122447,-5.00000000,0.00000000,90.00000000,85.91977367,0.00000000,-6.72996667,AC catenary
1.50600000,2.00000000,0.10447798,0:02:12,132.92145468,68.99869498,0.45011812,-5.00000000,0.00000000,90.00000000,85.69519697,0.00000000,-6.72737621,AC catenary
1.50800000,2.00000000,0.10422256,0:02:13,133.02567724,69.16716678,0.44901718,-5.00000000,0.00000000,90.00000000,85.47172262,0.00000000,-6.72479628,AC catenary
1.51000000,2.00000000,0.10396963,0:02:13,133.12964687,69.33481966,0.44792162,-5.00000000,0.00000000,90.00000000,85.24933985,0.00000000,-6.72222681,AC catenary
1.51200000,2.00000000,0.10371914,0:02:13,133.23336601,69.50166152,0.44683137,-5.00000000,0.00000000,90.00000000,85.02803805,0.00000000,-6.71966770,AC catenary
1.51400000,2.00000000,0.10347105,0:02:13,133.33683706,69.66770017,0.44574638,-5.00000000,0.00000000,90.00000000,84.80780679,0.00000000,-6.71711886,AC catenary
1.51600000,2.00000000,0.10322635,0:02:13,133.44006341,69.83156713,0.44095912,-4.60000000,0.00000000,90.00000000,84.58863578,0.00000000,-5.95332420,AC catenary
1.51800000,2.00000000,0.10298599,0:02:13,133.54304939,69.99328288,0.43618598,-4.20000000,0.00000000,90.00000000,84.37233139,0.00000000,-5.18956070,AC catenary
1.52000000,2.00000000,0.10274988,0:02:13,133.64579927,70.15286747,0.43142681,-3.80000000,0.00000000,90.00000000,84.15886659,0.00000000,-4.42582812,AC catenary
1.52200000,2.00000000,0.10251790,0:02:13,133.74831718,70.31040090,0.42684529,-3.40000000,0.00000000,90.00000000,83.98184578,0.00000000,-3.66212625,AC catenary
1.52400000,2.00000000,0.10228994,0:02:13,133.85060712,70.46590366,0.42228209,-3.00000000,0.00000000,90.00000000,83.80855901,0.00000000,-2.89845392,AC catenary
1.52600000,2.00000000,0.10206592,0:02:13,133.95267304,70.61939321,0.41772992,-2.60000000,0.00000000,90.00000000,83.63750598,0.00000000,-2.13481090,AC catenary
1.52800000,2.00000000,0.10184576,0:02:14,134.05451879,70.77088665,0.41318867,-2.20000000,0.00000000,90.00000000,83.46866747,0.00000000,-1.37119699,AC catenary
1.53000000,2.00000000,0.10162940,0:02:14,134.15614819,70.92040074,0.40865826,-1.80000000,0.00000000,90.00000000,83.30202468,0.00000000,-0.60761200,AC catenary
1.53200000,2.00000000,0.10141677,0:02:14,134.25756496,71.06795189,0.40413859,-1.40000000,0.00000000,90.00000000,83.13755918,0.00000000,0.15594427,AC catenary
1.53400000,2.00000000,0.10120781,0:02:14,134.35877277,71.21355618,0.39962958,-1.00000000,0.00000000,90.00000000,82.97525292,0.00000000,0.91947199,AC catenary
1.53600000,2.00000000,0.10100246,0:02:14,134.45977523,71.35722936,0.39513113,-0.60000000,0.00000000,90.00000000,82.81508820,0.00000000,1.68297135,AC catenary
1.53800000,2.00000000,0.10080065,0:02:14,134.56057588,71.49898687,0.39064317,-0.20000000,0.00000000,90.00000000,82.65704771,0.00000000,2.44644253,AC catenary
1.54000000,2.00000000,0.10060234,0:02:14,134.66117822,71.63884385,0.38616560,0.20000000,0.00000000,90.00000000,82.50111445,0.00000000,3.20988570,AC catenary
1.54200000,2.00000000,0.10040745,0:02:14,134.76158566,71.77681513,0.38169836,0.60000000,0.00000000,90.00000000,82.34727177,0.00000000,3.97330104,AC catenary
1.54400000,2.00000000,0.10021593,0:02:14,134.86180159,71.91291527,0.37724135,1.00000000,0.00000000,90.00000000,82.19550335,0.00000000,4.73668872,AC catenary
1.54600000,2.00000000,0.10002773,0:02:14,134.96182933,72.04715850,0.37279449,1.40000000,0.00000000,90.00000000,82.04579321,0.00000000,5.50004889,AC catenary
1.54800000,2.00000000,0.09984280,0:02:15,135.06167213,72.17955883,0.36835772,1.80000000,0.00000000,90.00000000,81.89812565,0.00000000,6.26338173,AC catenary
1.55000000,2.00000000,0.09966109,0:02:15,135.16133322,72.31012995,0.36393096,2.20000000,0.00000000,90.00000000,81.75248529,0.00000000,7.02668739,AC catenary
1.55200000,2.00000000,0.09948254,0:02:15,135.26081576,72.43888532,0.35951412,2.60000000,0.00000000,90.00000000,81.60885705,0.00000000,7.78996604,AC catenary
1.55400000,2.00000000,0.09930711,0:02:15,135.36012287,72.56583811,0.35510715,3.00000000,0.00000000,90.00000000,81.46722615,0.00000000,8.55321781,AC catenary
1.55600000,2.00000000,0.09913475,0:02:15,135.45925762,72.69100126,0.35070996,3.40000000,0.00000000,90.00000000,81.32757808,0.00000000,9.31644288,AC catenary
1.55800000,2.00000000,0.09896541,0:02:15,135.55822303,72.81438747,0.34632248,3.80000000,0.00000000,90.00000000,81.18989861,0.00000000,10.07964138,AC catenary
1.56000000,2.00000000,0.09879905,0:02:15,135.65702207,72.93600917,0.34194466,4.20000000,0.00000000,90.00000000,81.05417379,0.00000000,10.84281346,AC catenary
1.56200000,2.00000000,0.09863562,0:02:15,135.75565769,73.05587858,0.33757642,4.60000000,0.00000000,90.00000000,80.92038992,0.00000000,11.60595927,AC catenary
1.56400000,2.00000000,0.09847508,0:02:15,135.85413277,73.17400768,0.33321769,5.00000000,0.00000000,90.00000000,80.78853356,0.00000000,12.36907894,AC catenary
1.56600000,2.00000000,0.09831652,0:02:15,135.95244929,73.29171941,0.33257589,5.00000000,0.00000000,90.00000000,80.65859155,0.00000000,12.37091662,AC catenary
1.56800000,2.00000000,0.09815902,0:02:16,136.05060831,73.40901658,0.33193636,5.00000000,0.00000000,90.00000000,80.52910865,0.00000000,12.37274885,AC catenary
1.57000000,2.00000000,0.09800257,0:02:16,136.14861088,73.52590196,0.33129907,5.00000000,0.00000000,90.00000000,80.40008177,0.00000000,12.37457568,AC catenary
1.57200000,2.00000000,0.09784717,0:02:16,136.24645805,73.64237830,0.33066402,5.00000000,0.00000000,90.00000000,80.27150785,0.00000000,12.37639713,AC catenary
1.57400000,2.00000000,0.09769280,0:02:16,136.34415085,73.75844832,0.33003118,5.00000000,0.00000000,90.00000000,80.14338387,0.00000000,12.37821323,AC catenary
1.57600000,2.00000000,0.09753946,0:02:16,136.44169031,73.87411470,0.32940055,5.00000000,0.00000000,90.00000000,80.01570685,0.00000000,12.38002401,AC catenary
1.57800000,2.00000000,0.09738712,0:02:16,136.53907743,73.98938010,0.32877210,5.00000000,0.00000000,90.00000000,79.88847383,0.00000000,12.38182951,AC catenary
1.58000000,2.00000000,0.09723578,0:02:16,136.63631321,74.10424717,0.32814583,5.00000000,0.00000000,90.00000000,79.76168189,0.00000000,12.38362976,AC catenary
1.58200000,2.00000000,0.09708544,0:02:16,136.73339865,74.21871849,0.32752172,5.00000000,0.00000000,90.00000000,79.63532812,0.00000000,12.38542479,AC catenary
1.58400000,2.00000000,0.09693607,0:02:16,136.83033472,74.33279664,0.32689975,5.00000000,0.00000000,90.00000000,79.50940966,0.00000000,12.38721463,AC catenary
1.58600000,2.00000000,0.09678767,0:02:16,136.92712239,74.44648419,0.32627991,5.00000000,0.00000000,90.00000000,79.38392369,0.00000000,12.38899930,AC catenary
1.58800000,2.00000000,0.09664023,0:02:17,137.02376262,74.55978364,0.32566220,5.00000000,0.00000000,90.00000000,79.25886739,0.00000000,12.39077884,AC catenary
1.59000000,2.00000000,0.09649374,0:02:17,137.12025636,74.67269749,0.32504658,5.00000000,0.00000000,90.00000000,79.13423800,0.00000000,12.39255328,AC catenary
1.59200000,2.00000000,0.09634819,0:02:17,137.21660455,74.78522822,0.32443306,5.00000000,0.00000000,90.00000000,79.01003276,0.00000000,12.39432265,AC catenary
1.59400000,2.00000000,0.09620356,0:02:17,137.31280811,74.89737828,0.32382161,5.00000000,0.00000000,90.00000000,78.88624895,0.00000000,12.39608697,AC catenary
1.59600000,2.00000000,0.09605986,0:02:17,137.40886797,75.00915007,0.32321223,5.00000000,0.00000000,90.00000000,78.76288389,0.00000000,12.39784628,AC catenary
1.59800000,2.00000000,0.09591707,0:02:17,137.50478503,75.12054770,0.32260980,5.00000000,0.00000000,90.00000000,78.64094143,0.00000000,12.39960060,AC catenary
1.60000000,2.00000000,0.09577516,0:02:17,137.60056019,75.23159239,0.32206417,5.00000000,0.00000000,90.00000000,78.53065778,0.00000000,12.40134998,AC catenary
1.60200000,2.00000000,0.09563412,0:02:17,137.69619431,75.34228630,0.32152027,5.00000000,0.00000000,90.00000000,78.42072353,0.00000000,12.40309476,AC catenary
1.60400000,2.00000000,0.09549393,0:02:17,137.79168824,75.45263155,0.32097808,5.00000000,0.00000000,90.00000000,78.31113657,0.00000000,12.40483495,AC catenary
1.60600000,2.00000000,0.09535460,0:02:17,137.88704284,75.56263027,0.32043760,5.00000000,0.00000000,90.00000000,78.20189476,0.00000000,12.40657059,AC catenary
1.60800000,2.00000000,0.09521611,0:02:17,137.98225895,75.67228454,0.31989881,5.00000000,0.00000000,90.00000000,78.09299603,0.00000000,12.40830169,AC catenary
1.61000000,2.00000000,0.09507845,0:02:18,138.07733740,75.78159643,0.31936170,5.00000000,0.00000000,90.00000000,77.98443830,0.00000000,12.41002828,AC catenary
1.61200000,2.00000000,0.09494161,0:02:18,138.17227901,75.89056800,0.31882626,5.00000000,0.00000000,90.00000000,77.87621953,0.00000000,12.41175038,AC catenary
1.61400000,2.00000000,0.09480560,0:02:18,138.26708461,75.99920127,0.31829249,5.00000000,0.00000000,90.00000000,77.76833768,0.00000000,12.41346802,DC catenary
1.61600000,2.00000000,0.09466999,0:02:18,138.36175460,76.10812959,0.31961411,4.80000000,0.00000000,90.00000000,77.66079074,0.00000000,12.03455323,DC catenary
1.61800000,2.00000000,0.09453441,0:02:18,138.45628902,76.21735119,0.32093428,4.60000000,0.00000000,90.00000000,77.55295170,0.00000000,11.65564398,DC catenary
1.62000000,2.00000000,0.09439886,0:02:18,138.55068788,76.32686433,0.32225301,4.40000000,0.00000000,90.00000000,77.44482232,0.00000000,11.27674026,DC catenary
1.62200000,2.00000000,0.09426334,0:02:18,138.64495121,76.43666727,0.32357031,4.20000000,0.00000000,90.00000000,77.33640431,0.00000000,10.89784205,DC catenary
1.62400000,2.00000000,0.09412784,0:02:18,138.73907906,76.54675828,0.32488618,4.00000000,0.00000000,90.00000000,77.22769940,0.00000000,10.51894933,DC catenary
1.62600000,2.00000000,0.09399239,0:02:18,138.83307144,76.65713564,0.32620064,3.80000000,0.00000000,90.00000000,77.11870930,0.00000000,10.14006207,DC catenary
1.62800000,2.00000000,0.09385697,0:02:18,138.92692842,76.76779764,0.32751369,3.60000000,0.00000000,90.00000000,77.00943571,0.00000000,9.76118027,DC catenary
1.63000000,2.00000000,0.09372160,0:02:19,139.02065002,76.87874258,0.32882534,3.40000000,0.00000000,90.00000000,76.89988033,0.00000000,9.38230389,DC catenary
1.63200000,2.00000000,0.09358628,0:02:19,139.11423630,76.98996877,0.33013561,3.20000000,0.00000000,90.00000000,76.79004485,0.00000000,9.00343292,DC catenary
1.63400000,2.00000000,0.09345100,0:02:19,139.20768730,77.10147452,0.33144449,3.00000000,0.00000000,90.00000000,76.67993092,0.00000000,8.62456733,DC catenary
1.63600000,2.00000000,0.09331578,0:02:19,139.30100309,77.21325816,0.33275199,2.80000000,0.00000000,90.00000000,76.56954023,0.00000000,8.24570712,DC catenary
1.63800000,2.00000000,0.09318062,0:02:19,139.39418370,77.32531804,0.33405813,2.60000000,0.00000000,90.00000000,76.45887442,0.00000000,7.86685225,DC catenary
1.64000000,2.00000000,0.09304551,0:02:19,139.48722922,77.43765249,0.33536291,2.40000000,0.00000000,90.00000000,76.34793514,0.00000000,7.48800272,DC catenary
1.64200000,2.00000000,0.09291047,0:02:19,139.58013969,77.55025987,0.33666634,2.20000000,0.00000000,90.00000000,76.23672404,0.00000000,7.10915850,DC catenary
1.64400000,2.00000000,0.09277550,0:02:19,139.67291518,77.66313855,0.33796843,2.00000000,0.00000000,90.00000000,76.12524273,0.00000000,6.73031956,DC catenary
1.64600000,2.00000000,0.09264059,0:02:19,139.76555577,77.77628690,0.33926919,1.80000000,0.00000000,90.00000000,76.01349284,0.00000000,6.35148590,DC catenary
1.64800000,2.00000000,0.09250576,0:02:19,139.85806153,77.88970331,0.34056862,1.60000000,0.00000000,90.00000000,75.90147597,0.00000000,5.97265750,DC catenary
1.65000000,2.00000000,0.09237100,0:02:19,139.95043252,78.00338616,0.34186673,1.40000000,0.00000000,90.00000000,75.78919373,0.00000000,5.59383433,DC catenary
1.65200000,2.00000000,0.09223632,0:02:20,140.04266884,78.11733387,0.34316353,1.20000000,0.00000000,90.00000000,75.67664770,0.00000000,5.21501637,DC catenary
1.65400000,2.00000000,0.09210172,0:02:20,140.13477056,78.23154483,0.34445903,1.00000000,0.00000000,90.00000000,75.56383947,0.00000000,4.83620362,DC catenary
1.65600000,2.00000000,0.09196720,0:02:20,140.22673776,78.34601748,0.34575324,0.80000000,0.00000000,90.00000000,75.45077062,0.00000000,4.45739604,DC catenary
1.65800000,2.00000000,0.09183277,0:02:20,140.31857053,78.46075024,0.34704616,0.60000000,0.00000000,90.00000000,75.33744270,0.00000000,4.07859362,DC catenary
1.66000000,2.00000000,0.09169843,0:02:20,140.41026896,78.57574154,0.34833780,0.40000000,0.00000000,90.00000000,75.22385727,0.00000000,3.69979635,DC catenary
1.66200000,2.00000000,0.09156418,0:02:20,140.50183314,78.69098985,0.34962817,0.20000000,0.00000000,90.00000000,75.11001587,0.00000000,3.32100419,DC catenary
1.66400000,2.00000000,0.09143003,0:02:20,140.59326318,78.80649361,0.35091727,0.00000000,0.00000000,90.00000000,74.99592005,0.00000000,2.94221715,DC catenary
1.66600000,2.00000000,0.09129633,0:02:20,140.68455951,78.92164247,0.35035138,0.00000000,0.00000000,90.00000000,74.88157133,0.00000000,2.94406319,DC catenary
1.66800000,2.00000000,0.09116343,0:02:20,140.77572293,79.03643855,0.34978722,0.00000000,0.00000000,90.00000000,74.76757396,0.00000000,2.94590457,DC catenary
1.67000000,2.00000000,0.09103132,0:02:20,140.86675425,79.15088396,0.34922478,0.00000000,0.00000000,90.00000000,74.65392583,0.00000000,2.94774130,DC catenary
1.67200000,2.00000000,0.09089999,0:02:20,140.95765423,79.26498077,0.34866406,0.00000000,0.00000000,90.00000000,74.54062488,0.00000000,2.94957342,DC catenary
1.67400000,2.00000000,0.09076943,0:02:21,141.04842367,79.37873104,0.34810504,0.00000000,0.00000000,90.00000000,74.42766904,0.00000000,2.95140094,DC catenary
1.67600000,2.00000000,0.09063965,0:02:21,141.13906332,79.49213681,0.34754771,0.00000000,0.00000000,90.00000000,74.31505627,0.00000000,2.95322388,DC catenary
1.67800000,2.00000000,0.09051063,0:02:21,141.22957395,79.60520011,0.34699207,0.00000000,0.00000000,90.00000000,74.20278455,0.00000000,2.95504228,DC catenary
1.68000000,2.00000000,0.09038236,0:02:21,141.31995631,79.71792292,0.34643810,0.00000000,0.00000000,90.00000000,74.09085189,0.00000000,2.95685616,DC catenary
1.68200000,2.00000000,0.09025484,0:02:21,141.41021115,79.83030724,0.34588579,0.00000000,0.00000000,90.00000000,73.97925631,0.00000000,2.95866554,DC catenary
1.68400000,2.00000000,0.09012806,0:02:21,141.50033921,79.94235503,0.34533514,0.00000000,0.00000000,90.00000000,73.86799583,0.00000000,2.96047044,DC catenary
1.68600000,2.00000000,0.09000201,0:02:21,141.59034122,80.05406823,0.34478613,0.00000000,0.00000000,90.00000000,73.75706852,0.00000000,2.96227089,DC catenary
1.68800000,2.00000000,0.08987669,0:02:21,141.68021791,80.16545814,0.34426772,0.00000000,0.00000000,90.00000000,73.65241996,0.00000000,2.96406691,DC catenary
1.69000000,2.00000000,0.08975206,0:02:21,141.76996997,80.27653653,0.34378160,0.00000000,0.00000000,90.00000000,73.55439684,0.00000000,2.96585866,DC catenary
1.69200000,2.00000000,0.08962813,0:02:21,141.85959810,80.38730512,0.34329683,0.00000000,0.00000000,90.00000000,73.45664785,0.00000000,2.96764634,DC catenary
1.69400000,2.00000000,0.08950489,0:02:21,141.94910299,80.49776564,0.34281342,0.00000000,0.00000000,90.00000000,73.35917149,0.00000000,2.96942997,DC catenary
1.69600000,2.00000000,0.08938232,0:02:22,142.03848531,80.60791977,0.34233134,0.00000000,0.00000000,90.00000000,73.26196624,0.00000000,2.97120956,DC catenary
1.69800000,2.00000000,0.08926043,0:02:22,142.12774574,80.71776919,0.34185059,0.00000000,0.00000000,90.00000000,73.16503061,0.00000000,2.97298513,DC catenary
1.70000000,2.00000000,0.08913920,0:02:22,142.21688494,80.82731559,0.34137117,0.00000000,0.00000000,90.00000000,73.06836311,0.00000000,2.97475670,DC catenary
1.70200000,2.00000000,0.08901864,0:02:22,142.30590358,80.93656060,0.34089307,0.00000000,0.00000000,90.00000000,72.97196228,0.00000000,2.97652429,DC catenary
1.70400000,2.00000000,0.08889873,0:02:22,142.39480231,81.04550587,0.34041628,0.00000000,0.00000000,90.00000000,72.87582667,0.00000000,2.97828793,DC catenary
1.70600000,2.00000000,0.08877947,0:02:22,142.48358178,81.15415302,0.33994079,0.00000000,0.00000000,90.00000000,72.77995483,0.00000000,2.98004762,DC catenary
1.70800000,2.00000000,0.08866086,0:02:22,142.57224264,81.26250366,0.33946660,0.00000000,0.00000000,90.00000000,72.68434534,0.00000000,2.98180340,DC catenary
1.71000000,2.00000000,0.08854288,0:02:22,142.66078552,81.37055939,0.33899370,0.00000000,0.00000000,90.00000000,72.58899678,0.00000000,2.98355527,DC catenary
1.71200000,2.00000000,0.08842554,0:02:22,142.74921106,81.47832178,0.33852209,0.00000000,0.00000000,90.00000000,72.49390774,0.00000000,2.98530326,DC catenary
1.71400000,2.00000000,0.08830882,0:02:22,142.83751988,81.58579241,0.33805174,0.00000000,0.00000000,90.00000000,72.39907683,0.00000000,2.98704738,DC catenary
1.71600000,2.00000000,0.08819273,0:02:22,142.92571261,81.69297282,0.33758267,0.00000000,0.00000000,90.00000000,72.30450268,0.00000000,2.98878765,DC catenary
1.71800000,2.00000000,0.08807725,0:02:23,143.01378986,81.79986456,0.33711486,0.00000000,0.00000000,90.00000000,72.21018392,0.00000000,2.99052409,DC catenary
1.72000000,2.00000000,0.08796239,0:02:23,143.10175225,81.90646917,0.33664831,0.00000000,0.00000000,90.00000000,72.11611918,0.00000000,2.99225672,DC catenary
